ts,ts,min,max,mean,delta_t,integ,rmsd,doors
2017-12-31 15:54:00,2017-12-31 15:54:00,24.3,24.3,24.3,0.0,0.0,0.0,0.0
2017-12-31 15:56:00,2017-12-31 15:56:00,24.2,24.3,24.25,0.0,2.4250000000000345,0.10000000000000142,0.0
2017-12-31 15:58:00,2017-12-31 15:58:00,24.0,24.0,24.0,0.0,0.0,0.0,0.0
2017-12-31 16:00:00,2017-12-31 16:00:00,23.9,23.9,23.9,0.0,0.0,0.0,0.0
2017-12-31 16:02:00,2017-12-31 16:02:00,23.8,23.8,23.8,0.0,0.0,0.0,0.0
2017-12-31 16:04:00,2017-12-31 16:04:00,23.7,23.7,23.7,0.0,0.0,0.0,0.0
2017-12-31 16:06:00,2017-12-31 16:06:00,23.5,23.5,23.5,0.0,0.0,0.0,0.0
2017-12-31 16:08:00,2017-12-31 16:08:00,23.3,23.3,23.3,0.0,0.0,0.0,0.0
2017-12-31 16:20:00,2017-12-31 16:20:00,23.3,23.3,23.3,0.0,0.0,0.0,0.0
2017-12-31 16:22:00,2017-12-31 16:22:00,23.1,23.2,23.166666666666668,0.0,2.3149999999999507,0.09999999999999787,0.6666666666666666
2017-12-31 16:24:00,2017-12-31 16:24:00,23.2,23.2,23.2,0.0,0.0,0.0,1.0
2017-12-31 16:26:00,2017-12-31 16:26:00,23.2,23.2,23.2,0.0,0.0,0.0,1.0
2017-12-31 16:28:00,2017-12-31 16:28:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0
2017-12-31 16:32:00,2017-12-31 16:32:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2017-12-31 16:34:00,2017-12-31 16:34:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2017-12-31 16:38:00,2017-12-31 16:38:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2017-12-31 16:40:00,2017-12-31 16:40:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0
2017-12-31 16:44:00,2017-12-31 16:44:00,22.4,22.4,22.4,0.0,0.0,0.0,1.0
2017-12-31 16:48:00,2017-12-31 16:48:00,22.3,22.3,22.3,0.0,0.0,0.0,1.0
2017-12-31 16:52:00,2017-12-31 16:52:00,22.1,22.1,22.1,0.0,0.0,0.0,1.0
2017-12-31 16:56:00,2017-12-31 16:56:00,22.0,22.0,22.0,0.0,0.0,0.0,1.0
2017-12-31 17:02:00,2017-12-31 17:02:00,21.9,21.9,21.9,0.0,0.0,0.0,1.0
2017-12-31 17:08:00,2017-12-31 17:08:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0
2017-12-31 17:12:00,2017-12-31 17:12:00,21.6,21.6,21.6,0.0,0.0,0.0,1.0
2017-12-31 17:20:00,2017-12-31 17:20:00,21.6,21.6,21.6,0.0,0.0,0.0,1.0
2017-12-31 17:22:00,2017-12-31 17:22:00,21.5,21.5,21.5,0.0,0.0,0.0,1.0
2017-12-31 17:24:00,2017-12-31 17:24:00,21.6,21.6,21.6,0.0,0.0,0.0,1.0
2017-12-31 17:26:00,2017-12-31 17:26:00,21.7,21.7,21.7,0.0,0.0,0.0,1.0
2017-12-31 17:32:00,2017-12-31 17:32:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0
2017-12-31 17:40:00,2017-12-31 17:40:00,21.7,21.7,21.7,0.0,0.0,0.0,1.0
2017-12-31 17:48:00,2017-12-31 17:48:00,21.6,21.6,21.6,0.0,0.0,0.0,1.0
2017-12-31 17:56:00,2017-12-31 17:56:00,21.5,21.5,21.5,0.0,0.0,0.0,1.0
2017-12-31 18:00:00,2017-12-31 18:00:00,21.5,21.5,21.5,0.0,0.0,0.0,1.0
2017-12-31 18:30:00,2017-12-31 18:30:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2017-12-31 18:38:00,2017-12-31 18:38:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2017-12-31 18:46:00,2017-12-31 18:46:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2017-12-31 18:48:00,2017-12-31 18:48:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2017-12-31 18:52:00,2017-12-31 18:52:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2017-12-31 18:54:00,2017-12-31 18:54:00,21.6,21.6,21.6,0.0,0.0,0.0,1.0
2017-12-31 18:56:00,2017-12-31 18:56:00,21.7,21.7,21.7,0.0,0.0,0.0,1.0
2017-12-31 19:00:00,2017-12-31 19:00:00,21.8,22.1,21.96666666666667,0.0,6.585000000000017,0.3000000000000007,1.0
2017-12-31 19:06:00,2017-12-31 19:06:00,22.3,22.3,22.3,0.0,0.0,0.0,1.0
2017-12-31 19:08:00,2017-12-31 19:08:00,22.4,22.4,22.4,0.0,0.0,0.0,1.0
2017-12-31 19:12:00,2017-12-31 19:12:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0
2017-12-31 19:18:00,2017-12-31 19:18:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2017-12-31 19:30:00,2017-12-31 19:30:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2017-12-31 19:52:00,2017-12-31 19:52:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2017-12-31 20:04:00,2017-12-31 20:04:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0
2017-12-31 20:10:00,2017-12-31 20:10:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0
2017-12-31 20:12:00,2017-12-31 20:12:00,23.1,23.1,23.1,0.0,0.0,0.0,1.0
2017-12-31 20:16:00,2017-12-31 20:16:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0
2017-12-31 20:20:00,2017-12-31 20:20:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2017-12-31 20:28:00,2017-12-31 20:28:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2017-12-31 21:44:00,2017-12-31 21:44:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2017-12-31 23:06:00,2017-12-31 23:06:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2017-12-31 23:12:00,2017-12-31 23:12:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0
2017-12-31 23:14:00,2017-12-31 23:14:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2017-12-31 23:24:00,2017-12-31 23:24:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0
2017-12-31 23:38:00,2017-12-31 23:38:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2017-12-31 23:52:00,2017-12-31 23:52:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0
2018-01-01 00:04:00,2018-01-01 00:04:00,23.1,23.1,23.1,0.0,0.0,0.0,1.0
2018-01-01 00:56:00,2018-01-01 00:56:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0
2018-01-01 01:04:00,2018-01-01 01:04:00,23.1,23.1,23.1,0.0,0.0,0.0,1.0
2018-01-01 01:42:00,2018-01-01 01:42:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0
2018-01-01 01:46:00,2018-01-01 01:46:00,23.1,23.1,23.1,0.0,0.0,0.0,1.0
2018-01-01 01:50:00,2018-01-01 01:50:00,23.1,23.1,23.1,0.0,0.0,0.0,1.0
2018-01-01 01:52:00,2018-01-01 01:52:00,23.2,23.2,23.2,0.0,0.0,0.0,1.0
2018-01-01 01:54:00,2018-01-01 01:54:00,23.1,23.1,23.1,0.0,0.0,0.0,1.0
2018-01-01 02:04:00,2018-01-01 02:04:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0
2018-01-01 02:10:00,2018-01-01 02:10:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-01 02:36:00,2018-01-01 02:36:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0
2018-01-01 03:02:00,2018-01-01 03:02:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0
2018-01-01 03:04:00,2018-01-01 03:04:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2018-01-01 03:06:00,2018-01-01 03:06:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0
2018-01-01 03:10:00,2018-01-01 03:10:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-01 03:14:00,2018-01-01 03:14:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0
2018-01-01 03:22:00,2018-01-01 03:22:00,23.1,23.3,23.200000000000003,0.0,4.639999999999984,0.1999999999999993,1.0
2018-01-01 03:28:00,2018-01-01 03:28:00,23.1,23.1,23.1,0.0,0.0,0.0,1.0
2018-01-01 03:32:00,2018-01-01 03:32:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0
2018-01-01 03:40:00,2018-01-01 03:40:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-01 03:46:00,2018-01-01 03:46:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-01 04:02:00,2018-01-01 04:02:00,22.6,22.8,22.700000000000003,0.0,4.539999999999985,0.1999999999999993,1.0
2018-01-01 04:06:00,2018-01-01 04:06:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-01 04:16:00,2018-01-01 04:16:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-01 04:30:00,2018-01-01 04:30:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-01 05:14:00,2018-01-01 05:14:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2018-01-01 05:22:00,2018-01-01 05:22:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2018-01-01 05:30:00,2018-01-01 05:30:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0
2018-01-01 05:34:00,2018-01-01 05:34:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0
2018-01-01 05:36:00,2018-01-01 05:36:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-01 05:48:00,2018-01-01 05:48:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-01 16:14:00,2018-01-01 16:14:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-01 16:20:00,2018-01-01 16:20:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-01 16:26:00,2018-01-01 16:26:00,22.9,22.9,22.9,0.0,0.0,0.0,0.0
2018-01-01 16:28:00,2018-01-01 16:28:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-01 17:16:00,2018-01-01 17:16:00,23.0,23.0,23.0,0.0,0.0,0.0,0.0
2018-01-01 17:18:00,2018-01-01 17:18:00,23.0,23.9,23.45,0.0,21.104999999999965,0.8999999999999986,0.0
2018-01-01 17:20:00,2018-01-01 17:20:00,23.9,23.9,23.9,0.0,0.0,0.0,0.0
2018-01-01 17:24:00,2018-01-01 17:24:00,23.9,23.9,23.9,0.0,0.0,0.0,0.0
2018-01-01 17:32:00,2018-01-01 17:32:00,24.1,24.1,24.1,0.0,0.0,0.0,0.0
2018-01-01 17:34:00,2018-01-01 17:34:00,24.0,24.0,24.0,0.0,0.0,0.0,0.0
2018-01-01 17:42:00,2018-01-01 17:42:00,23.9,23.9,23.9,0.0,0.0,0.0,0.0
2018-01-01 17:48:00,2018-01-01 17:48:00,23.8,23.8,23.8,0.0,0.0,0.0,0.0
2018-01-01 17:56:00,2018-01-01 17:56:00,23.8,23.8,23.8,0.0,0.0,0.0,0.0
2018-01-01 17:58:00,2018-01-01 17:58:00,23.8,23.8,23.8,0.0,0.0,0.0,1.0
2018-01-01 18:04:00,2018-01-01 18:04:00,23.6,23.6,23.6,0.0,0.0,0.0,1.0
2018-01-01 18:08:00,2018-01-01 18:08:00,23.5,23.5,23.5,0.0,0.0,0.0,1.0
2018-01-01 18:10:00,2018-01-01 18:10:00,23.4,23.5,23.45,0.0,2.345000000000033,0.10000000000000142,1.0
2018-01-01 18:14:00,2018-01-01 18:14:00,23.3,23.3,23.3,0.0,0.0,0.0,1.0
2018-01-01 18:16:00,2018-01-01 18:16:00,23.1,23.1,23.1,0.0,0.0,0.0,1.0
2018-01-01 18:24:00,2018-01-01 18:24:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0
2018-01-01 18:30:00,2018-01-01 18:30:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-01 18:46:00,2018-01-01 18:46:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-01 19:00:00,2018-01-01 19:00:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-01 19:04:00,2018-01-01 19:04:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-01 20:26:00,2018-01-01 20:26:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2018-01-01 20:30:00,2018-01-01 20:30:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2018-01-01 22:20:00,2018-01-01 22:20:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0
2018-01-01 23:58:00,2018-01-01 23:58:00,22.4,22.4,22.4,0.0,0.0,0.0,1.0
2018-01-02 00:06:00,2018-01-02 00:06:00,22.4,22.4,22.4,0.0,0.0,0.0,1.0
2018-01-02 00:08:00,2018-01-02 00:08:00,22.5,22.7,22.6,0.0,4.5199999999999845,0.1999999999999993,1.0
2018-01-02 00:10:00,2018-01-02 00:10:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-02 00:18:00,2018-01-02 00:18:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-02 00:26:00,2018-01-02 00:26:00,23.1,23.2,23.15,0.0,2.3149999999999507,0.09999999999999787,0.0
2018-01-02 00:28:00,2018-01-02 00:28:00,23.2,23.3,23.25,0.0,2.325000000000033,0.10000000000000142,1.0
2018-01-02 00:30:00,2018-01-02 00:30:00,23.2,23.3,23.25,0.0,2.325000000000033,0.10000000000000142,0.0
2018-01-02 00:54:00,2018-01-02 00:54:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0
2018-01-02 00:56:00,2018-01-02 00:56:00,23.1,23.2,23.15,0.0,2.3149999999999507,0.09999999999999787,0.0
2018-01-02 00:58:00,2018-01-02 00:58:00,22.9,22.9,22.9,0.0,0.0,0.0,0.0
2018-01-02 01:04:00,2018-01-02 01:04:00,23.1,23.1,23.1,0.0,0.0,0.0,0.0
2018-01-02 01:16:00,2018-01-02 01:16:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0
2018-01-02 02:00:00,2018-01-02 02:00:00,23.1,23.1,23.1,0.0,0.0,0.0,0.0
2018-01-02 02:04:00,2018-01-02 02:04:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0
2018-01-02 02:14:00,2018-01-02 02:14:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0
2018-01-02 02:20:00,2018-01-02 02:20:00,23.1,23.1,23.1,0.0,0.0,0.0,0.0
2018-01-02 02:24:00,2018-01-02 02:24:00,22.9,22.9,22.9,0.0,0.0,0.0,0.0
2018-01-02 02:30:00,2018-01-02 02:30:00,22.8,22.8,22.8,0.0,0.0,0.0,0.0
2018-01-02 02:38:00,2018-01-02 02:38:00,22.7,22.7,22.7,0.0,0.0,0.0,0.0
2018-01-02 02:52:00,2018-01-02 02:52:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0
2018-01-02 03:06:00,2018-01-02 03:06:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0
2018-01-02 03:08:00,2018-01-02 03:08:00,22.4,22.4,22.4,0.0,0.0,0.0,0.0
2018-01-02 03:14:00,2018-01-02 03:14:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0
2018-01-02 03:18:00,2018-01-02 03:18:00,22.7,22.7,22.7,0.0,0.0,0.0,0.0
2018-01-02 03:26:00,2018-01-02 03:26:00,22.8,22.8,22.8,0.0,0.0,0.0,0.0
2018-01-02 03:32:00,2018-01-02 03:32:00,22.7,22.8,22.75,0.0,2.2750000000000323,0.10000000000000142,0.0
2018-01-02 03:34:00,2018-01-02 03:34:00,22.7,22.7,22.7,0.0,0.0,0.0,0.0
2018-01-02 03:38:00,2018-01-02 03:38:00,22.6,22.7,22.65,0.6000000000000014,2.2649999999999517,0.09999999999999787,0.5
2018-01-02 03:40:00,2018-01-02 03:40:00,22.1,22.6,22.26666666666667,0.0,11.174999999999999,0.5,0.0
2018-01-02 03:42:00,2018-01-02 03:42:00,22.3,22.3,22.3,0.0,0.0,0.0,0.0
2018-01-02 03:44:00,2018-01-02 03:44:00,22.4,22.4,22.4,0.0,0.0,0.0,0.0
2018-01-02 05:04:00,2018-01-02 05:04:00,22.4,22.4,22.4,0.0,0.0,0.0,0.0
2018-01-02 05:10:00,2018-01-02 05:10:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0
2018-01-02 05:12:00,2018-01-02 05:12:00,22.6,22.6,22.6,0.0,0.0,0.0,0.0
2018-01-02 05:14:00,2018-01-02 05:14:00,22.8,22.8,22.8,0.0,0.0,0.0,0.0
2018-01-02 05:16:00,2018-01-02 05:16:00,22.9,22.9,22.9,0.0,0.0,0.0,0.0
2018-01-02 05:32:00,2018-01-02 05:32:00,23.0,23.0,23.0,0.0,0.0,0.0,0.0
2018-01-02 06:12:00,2018-01-02 06:12:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0
2018-01-02 06:14:00,2018-01-02 06:14:00,23.3,23.3,23.3,0.0,0.0,0.0,0.0
2018-01-02 06:16:00,2018-01-02 06:16:00,23.4,23.4,23.4,0.0,0.0,0.0,0.0
2018-01-02 06:24:00,2018-01-02 06:24:00,23.5,23.5,23.5,0.0,0.0,0.0,0.0
2018-01-02 06:32:00,2018-01-02 06:32:00,23.4,23.4,23.4,0.0,0.0,0.0,0.0
2018-01-02 06:40:00,2018-01-02 06:40:00,23.4,23.4,23.4,0.0,0.0,0.0,0.0
2018-01-02 06:46:00,2018-01-02 06:46:00,23.3,23.3,23.3,0.0,0.0,0.0,0.0
2018-01-02 06:48:00,2018-01-02 06:48:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0
2018-01-02 06:52:00,2018-01-02 06:52:00,22.9,23.0,22.95,0.0,2.2950000000000323,0.10000000000000142,0.0
2018-01-02 06:56:00,2018-01-02 06:56:00,22.8,22.8,22.8,0.0,0.0,0.0,0.0
2018-01-02 07:00:00,2018-01-02 07:00:00,22.7,22.7,22.7,0.0,0.0,0.0,0.0
2018-01-02 07:02:00,2018-01-02 07:02:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0
2018-01-02 07:06:00,2018-01-02 07:06:00,22.4,22.4,22.4,0.0,0.0,0.0,0.0
2018-01-02 07:08:00,2018-01-02 07:08:00,22.3,22.3,22.3,0.0,0.0,0.0,0.0
2018-01-02 07:12:00,2018-01-02 07:12:00,22.2,22.2,22.2,0.0,0.0,0.0,0.0
2018-01-02 07:16:00,2018-01-02 07:16:00,22.0,22.0,22.0,0.0,0.0,0.0,0.0
2018-01-02 07:20:00,2018-01-02 07:20:00,21.9,21.9,21.9,0.0,0.0,0.0,0.0
2018-01-02 07:26:00,2018-01-02 07:26:00,21.8,21.8,21.8,0.0,0.0,0.0,0.0
2018-01-02 07:30:00,2018-01-02 07:30:00,21.7,21.7,21.7,0.0,0.0,0.0,0.0
2018-01-02 07:38:00,2018-01-02 07:38:00,21.5,21.5,21.5,0.0,0.0,0.0,0.0
2018-01-02 07:56:00,2018-01-02 07:56:00,21.4,21.4,21.4,0.0,0.0,0.0,0.0
2018-01-02 08:04:00,2018-01-02 08:04:00,21.5,21.5,21.5,0.0,0.0,0.0,0.0
2018-01-02 08:38:00,2018-01-02 08:38:00,21.4,21.4,21.4,0.0,0.0,0.0,0.0
2018-01-02 08:54:00,2018-01-02 08:54:00,21.3,21.3,21.3,0.0,0.0,0.0,0.0
2018-01-02 09:00:00,2018-01-02 09:00:00,21.4,21.4,21.4,0.0,0.0,0.0,0.0
2018-01-02 09:02:00,2018-01-02 09:02:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 09:06:00,2018-01-02 09:06:00,21.5,21.5,21.5,0.0,0.0,0.0,1.0
2018-01-02 09:42:00,2018-01-02 09:42:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
