ts,ts,min,max,mean,delta_t,integ,rmsd,doors
2018-01-01 05:33:00,2018-01-01 05:33:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0
2018-01-01 05:36:00,2018-01-01 05:36:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-01 05:48:00,2018-01-01 05:48:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-01 16:12:00,2018-01-01 16:12:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-01 16:18:00,2018-01-01 16:18:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-01 16:27:00,2018-01-01 16:27:00,22.9,22.9,22.9,0.0,0.0,0.0,0.5
2018-01-01 17:15:00,2018-01-01 17:15:00,23.0,23.0,23.0,0.0,0.0,0.0,0.0
2018-01-01 17:18:00,2018-01-01 17:18:00,23.0,23.9,23.45,0.0,21.104999999999965,0.8999999999999986,0.0
2018-01-01 17:21:00,2018-01-01 17:21:00,23.9,23.9,23.9,0.0,0.0,0.0,0.0
2018-01-01 17:24:00,2018-01-01 17:24:00,23.9,23.9,23.9,0.0,0.0,0.0,0.0
2018-01-01 17:30:00,2018-01-01 17:30:00,24.1,24.1,24.1,0.0,0.0,0.0,0.0
2018-01-01 17:33:00,2018-01-01 17:33:00,24.0,24.0,24.0,0.0,0.0,0.0,0.0
2018-01-01 17:42:00,2018-01-01 17:42:00,23.9,23.9,23.9,0.0,0.0,0.0,0.0
2018-01-01 17:48:00,2018-01-01 17:48:00,23.8,23.8,23.8,0.0,0.0,0.0,0.0
2018-01-01 17:57:00,2018-01-01 17:57:00,23.8,23.8,23.8,0.0,0.0,0.0,0.5
2018-01-01 18:03:00,2018-01-01 18:03:00,23.6,23.6,23.6,0.0,0.0,0.0,1.0
2018-01-01 18:09:00,2018-01-01 18:09:00,23.4,23.5,23.46666666666667,0.0,2.345000000000033,0.10000000000000142,1.0
2018-01-01 18:12:00,2018-01-01 18:12:00,23.3,23.3,23.3,0.0,0.0,0.0,1.0
2018-01-01 18:15:00,2018-01-01 18:15:00,23.1,23.1,23.1,0.0,0.0,0.0,1.0
2018-01-01 18:24:00,2018-01-01 18:24:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0
2018-01-01 18:30:00,2018-01-01 18:30:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-01 18:45:00,2018-01-01 18:45:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-01 19:00:00,2018-01-01 19:00:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-01 19:03:00,2018-01-01 19:03:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-01 20:24:00,2018-01-01 20:24:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2018-01-01 20:30:00,2018-01-01 20:30:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2018-01-01 22:21:00,2018-01-01 22:21:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0
2018-01-01 23:57:00,2018-01-01 23:57:00,22.4,22.4,22.4,0.0,0.0,0.0,1.0
2018-01-02 00:06:00,2018-01-02 00:06:00,22.4,22.5,22.45,0.0,2.2450000000000316,0.10000000000000142,1.0
2018-01-02 00:09:00,2018-01-02 00:09:00,22.7,22.8,22.75,0.0,2.2750000000000323,0.10000000000000142,1.0
2018-01-02 00:18:00,2018-01-02 00:18:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-02 00:27:00,2018-01-02 00:27:00,23.1,23.3,23.2,0.0,4.639999999999984,0.1999999999999993,0.5
2018-01-02 00:30:00,2018-01-02 00:30:00,23.2,23.3,23.25,0.0,2.325000000000033,0.10000000000000142,0.0
2018-01-02 00:54:00,2018-01-02 00:54:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0
2018-01-02 00:57:00,2018-01-02 00:57:00,22.9,23.2,23.066666666666663,0.0,6.915000000000017,0.3000000000000007,0.0
2018-01-02 01:03:00,2018-01-02 01:03:00,23.1,23.1,23.1,0.0,0.0,0.0,0.0
2018-01-02 01:15:00,2018-01-02 01:15:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0
2018-01-02 02:00:00,2018-01-02 02:00:00,23.1,23.1,23.1,0.0,0.0,0.0,0.0
2018-01-02 02:03:00,2018-01-02 02:03:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0
2018-01-02 02:15:00,2018-01-02 02:15:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0
2018-01-02 02:21:00,2018-01-02 02:21:00,23.1,23.1,23.1,0.0,0.0,0.0,0.0
2018-01-02 02:24:00,2018-01-02 02:24:00,22.9,22.9,22.9,0.0,0.0,0.0,0.0
2018-01-02 02:30:00,2018-01-02 02:30:00,22.8,22.8,22.8,0.0,0.0,0.0,0.0
2018-01-02 02:36:00,2018-01-02 02:36:00,22.7,22.7,22.7,0.0,0.0,0.0,0.0
2018-01-02 02:51:00,2018-01-02 02:51:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0
2018-01-02 03:06:00,2018-01-02 03:06:00,22.4,22.5,22.45,0.0,2.2450000000000316,0.10000000000000142,0.0
2018-01-02 03:12:00,2018-01-02 03:12:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0
2018-01-02 03:18:00,2018-01-02 03:18:00,22.7,22.7,22.7,0.0,0.0,0.0,0.0
2018-01-02 03:24:00,2018-01-02 03:24:00,22.8,22.8,22.8,0.0,0.0,0.0,0.0
2018-01-02 03:30:00,2018-01-02 03:30:00,22.8,22.8,22.8,0.0,0.0,0.0,0.0
2018-01-02 03:33:00,2018-01-02 03:33:00,22.7,22.7,22.7,0.0,0.0,0.0,0.0
2018-01-02 03:36:00,2018-01-02 03:36:00,22.7,22.7,22.7,0.0,0.0,0.0,0.0
2018-01-02 03:39:00,2018-01-02 03:39:00,22.1,22.6,22.35,0.0,11.174999999999999,0.5,0.25
2018-01-02 03:42:00,2018-01-02 03:42:00,22.3,22.3,22.3,0.0,0.0,0.0,0.0
2018-01-02 03:45:00,2018-01-02 03:45:00,22.4,22.4,22.4,0.0,0.0,0.0,0.0
2018-01-02 05:03:00,2018-01-02 05:03:00,22.4,22.4,22.4,0.0,0.0,0.0,0.0
2018-01-02 05:09:00,2018-01-02 05:09:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0
2018-01-02 05:12:00,2018-01-02 05:12:00,22.6,22.8,22.700000000000003,0.0,4.539999999999985,0.1999999999999993,0.0
2018-01-02 05:15:00,2018-01-02 05:15:00,22.9,22.9,22.9,0.0,0.0,0.0,0.0
2018-01-02 05:30:00,2018-01-02 05:30:00,23.0,23.0,23.0,0.0,0.0,0.0,0.0
2018-01-02 06:12:00,2018-01-02 06:12:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0
2018-01-02 06:15:00,2018-01-02 06:15:00,23.3,23.4,23.35,0.0,2.3349999999999502,0.09999999999999787,0.0
2018-01-02 06:24:00,2018-01-02 06:24:00,23.5,23.5,23.5,0.0,0.0,0.0,0.0
2018-01-02 06:33:00,2018-01-02 06:33:00,23.4,23.4,23.4,0.0,0.0,0.0,0.0
2018-01-02 06:39:00,2018-01-02 06:39:00,23.4,23.4,23.4,0.0,0.0,0.0,0.0
2018-01-02 06:45:00,2018-01-02 06:45:00,23.3,23.3,23.3,0.0,0.0,0.0,0.0
2018-01-02 06:48:00,2018-01-02 06:48:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0
2018-01-02 06:51:00,2018-01-02 06:51:00,22.9,23.0,22.95,0.0,2.2950000000000323,0.10000000000000142,0.0
2018-01-02 06:57:00,2018-01-02 06:57:00,22.8,22.8,22.8,0.0,0.0,0.0,0.0
2018-01-02 07:00:00,2018-01-02 07:00:00,22.7,22.7,22.7,0.0,0.0,0.0,0.0
2018-01-02 07:03:00,2018-01-02 07:03:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0
2018-01-02 07:06:00,2018-01-02 07:06:00,22.4,22.4,22.4,0.0,0.0,0.0,0.0
2018-01-02 07:09:00,2018-01-02 07:09:00,22.3,22.3,22.3,0.0,0.0,0.0,0.0
2018-01-02 07:12:00,2018-01-02 07:12:00,22.2,22.2,22.2,0.0,0.0,0.0,0.0
2018-01-02 07:15:00,2018-01-02 07:15:00,22.0,22.0,22.0,0.0,0.0,0.0,0.0
2018-01-02 07:21:00,2018-01-02 07:21:00,21.9,21.9,21.9,0.0,0.0,0.0,0.0
2018-01-02 07:24:00,2018-01-02 07:24:00,21.8,21.8,21.8,0.0,0.0,0.0,0.0
2018-01-02 07:30:00,2018-01-02 07:30:00,21.7,21.7,21.7,0.0,0.0,0.0,0.0
2018-01-02 07:39:00,2018-01-02 07:39:00,21.5,21.5,21.5,0.0,0.0,0.0,0.0
2018-01-02 07:57:00,2018-01-02 07:57:00,21.4,21.4,21.4,0.0,0.0,0.0,0.0
2018-01-02 08:03:00,2018-01-02 08:03:00,21.5,21.5,21.5,0.0,0.0,0.0,0.0
2018-01-02 08:36:00,2018-01-02 08:36:00,21.4,21.4,21.4,0.0,0.0,0.0,0.0
2018-01-02 08:54:00,2018-01-02 08:54:00,21.3,21.3,21.3,0.0,0.0,0.0,0.0
2018-01-02 09:00:00,2018-01-02 09:00:00,21.4,21.4,21.4,0.0,0.0,0.0,0.5
2018-01-02 09:06:00,2018-01-02 09:06:00,21.5,21.5,21.5,0.0,0.0,0.0,1.0
2018-01-02 09:42:00,2018-01-02 09:42:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 09:51:00,2018-01-02 09:51:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2018-01-02 10:15:00,2018-01-02 10:15:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 10:24:00,2018-01-02 10:24:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2018-01-02 10:36:00,2018-01-02 10:36:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 10:45:00,2018-01-02 10:45:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2018-01-02 10:57:00,2018-01-02 10:57:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 11:15:00,2018-01-02 11:15:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2018-01-02 11:27:00,2018-01-02 11:27:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 11:36:00,2018-01-02 11:36:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2018-01-02 11:51:00,2018-01-02 11:51:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 12:12:00,2018-01-02 12:12:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2018-01-02 12:24:00,2018-01-02 12:24:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 12:39:00,2018-01-02 12:39:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2018-01-02 12:51:00,2018-01-02 12:51:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
