ts,ts,min,max,mean,delta_t,integ,rmsd,doors
2017-12-31 06:20:00,2017-12-31 06:20:00,23.4,23.4,23.4,0.0,0.0,0.0,1.0
2017-12-31 07:00:00,2017-12-31 07:00:00,23.3,23.4,23.333333333333332,0.0,2.3349999999999502,0.09999999999999787,1.0
2017-12-31 07:10:00,2017-12-31 07:10:00,22.9,23.2,23.066666666666663,0.0,6.915000000000017,0.3000000000000007,1.0
2017-12-31 07:20:00,2017-12-31 07:20:00,22.5,22.8,22.633333333333336,0.0,6.795000000000017,0.3000000000000007,1.0
2017-12-31 07:30:00,2017-12-31 07:30:00,22.2,22.4,22.299999999999997,0.0,4.459999999999984,0.1999999999999993,1.0
2017-12-31 07:40:00,2017-12-31 07:40:00,21.8,22.1,21.96666666666667,0.0,6.585000000000017,0.3000000000000007,1.0
2017-12-31 07:50:00,2017-12-31 07:50:00,21.6,21.7,21.65,0.0,2.164999999999954,0.09999999999999787,1.0
2017-12-31 08:00:00,2017-12-31 08:00:00,21.5,21.5,21.5,0.0,0.0,0.0,1.0
2017-12-31 09:00:00,2017-12-31 09:00:00,21.3,21.5,21.4,0.0,4.279999999999984,0.1999999999999993,1.0
2017-12-31 09:30:00,2017-12-31 09:30:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2017-12-31 09:40:00,2017-12-31 09:40:00,21.5,21.5,21.5,0.0,0.0,0.0,1.0
2017-12-31 14:20:00,2017-12-31 14:20:00,21.5,21.5,21.5,0.0,0.0,0.0,0.5
2017-12-31 14:50:00,2017-12-31 14:50:00,21.5,21.5,21.5,0.0,0.0,0.0,1.0
2017-12-31 15:10:00,2017-12-31 15:10:00,21.3,23.5,22.95,0.0,49.27999999999998,2.1999999999999993,0.0
2017-12-31 15:20:00,2017-12-31 15:20:00,23.6,23.9,23.76666666666667,0.0,7.1249999999999325,0.29999999999999716,0.0
2017-12-31 15:30:00,2017-12-31 15:30:00,24.1,24.3,24.2,0.0,4.839999999999983,0.1999999999999993,0.0
2017-12-31 15:40:00,2017-12-31 15:40:00,24.2,24.3,24.25,0.0,2.4250000000000345,0.10000000000000142,0.0
2017-12-31 15:50:00,2017-12-31 15:50:00,24.0,24.4,24.240000000000002,0.0,9.679999999999966,0.3999999999999986,0.0
2017-12-31 16:00:00,2017-12-31 16:00:00,23.3,23.9,23.583333333333332,0.0,14.15999999999995,0.5999999999999979,0.0
2017-12-31 16:20:00,2017-12-31 16:20:00,23.0,23.3,23.171428571428574,0.0,6.945000000000017,0.3000000000000007,0.7142857142857143
2017-12-31 16:30:00,2017-12-31 16:30:00,22.6,22.9,22.76666666666667,0.0,6.824999999999935,0.29999999999999716,1.0
2017-12-31 16:40:00,2017-12-31 16:40:00,22.3,22.5,22.400000000000002,0.0,4.4799999999999836,0.1999999999999993,1.0
2017-12-31 16:50:00,2017-12-31 16:50:00,22.0,22.1,22.05,0.0,2.2050000000000316,0.10000000000000142,1.0
2017-12-31 17:00:00,2017-12-31 17:00:00,21.8,21.9,21.85,0.0,2.1849999999999534,0.09999999999999787,1.0
2017-12-31 17:10:00,2017-12-31 17:10:00,21.6,21.6,21.6,0.0,0.0,0.0,1.0
2017-12-31 17:20:00,2017-12-31 17:20:00,21.5,21.7,21.6,0.0,4.319999999999986,0.1999999999999993,1.0
2017-12-31 17:30:00,2017-12-31 17:30:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0
2017-12-31 17:40:00,2017-12-31 17:40:00,21.6,21.7,21.65,0.0,2.164999999999954,0.09999999999999787,1.0
2017-12-31 17:50:00,2017-12-31 17:50:00,21.5,21.5,21.5,0.0,0.0,0.0,1.0
2017-12-31 18:00:00,2017-12-31 18:00:00,21.5,21.5,21.5,0.0,0.0,0.0,1.0
2017-12-31 18:30:00,2017-12-31 18:30:00,21.3,21.4,21.35,0.0,2.1349999999999545,0.09999999999999787,1.0
2017-12-31 18:40:00,2017-12-31 18:40:00,21.3,21.4,21.35,0.0,2.1349999999999545,0.09999999999999787,1.0
2017-12-31 18:50:00,2017-12-31 18:50:00,21.4,21.7,21.566666666666666,0.0,6.465000000000016,0.3000000000000007,1.0
2017-12-31 19:00:00,2017-12-31 19:00:00,21.8,22.4,22.119999999999997,0.0,13.259999999999954,0.5999999999999979,1.0
2017-12-31 19:10:00,2017-12-31 19:10:00,22.5,22.6,22.55,0.0,2.2550000000000323,0.10000000000000142,1.0
2017-12-31 19:30:00,2017-12-31 19:30:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2017-12-31 19:50:00,2017-12-31 19:50:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2017-12-31 20:00:00,2017-12-31 20:00:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0
2017-12-31 20:10:00,2017-12-31 20:10:00,23.0,23.1,23.03333333333333,0.0,2.305000000000033,0.10000000000000142,1.0
2017-12-31 20:20:00,2017-12-31 20:20:00,22.8,22.9,22.85,0.0,2.2849999999999513,0.09999999999999787,1.0
2017-12-31 21:40:00,2017-12-31 21:40:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2017-12-31 23:00:00,2017-12-31 23:00:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2017-12-31 23:10:00,2017-12-31 23:10:00,22.5,22.6,22.55,0.0,2.2550000000000323,0.10000000000000142,1.0
2017-12-31 23:20:00,2017-12-31 23:20:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0
2017-12-31 23:30:00,2017-12-31 23:30:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2017-12-31 23:50:00,2017-12-31 23:50:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0
2018-01-01 00:00:00,2018-01-01 00:00:00,23.1,23.1,23.1,0.0,0.0,0.0,1.0
2018-01-01 00:50:00,2018-01-01 00:50:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0
2018-01-01 01:00:00,2018-01-01 01:00:00,23.1,23.1,23.1,0.0,0.0,0.0,1.0
2018-01-01 01:40:00,2018-01-01 01:40:00,23.0,23.1,23.05,0.0,2.305000000000033,0.10000000000000142,1.0
2018-01-01 01:50:00,2018-01-01 01:50:00,23.1,23.2,23.133333333333336,0.0,2.3149999999999507,0.09999999999999787,1.0
2018-01-01 02:00:00,2018-01-01 02:00:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0
2018-01-01 02:10:00,2018-01-01 02:10:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-01 02:30:00,2018-01-01 02:30:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0
2018-01-01 03:00:00,2018-01-01 03:00:00,22.6,22.7,22.666666666666668,0.0,2.2649999999999517,0.09999999999999787,1.0
2018-01-01 03:10:00,2018-01-01 03:10:00,22.8,23.0,22.9,0.0,4.579999999999983,0.1999999999999993,1.0
2018-01-01 03:20:00,2018-01-01 03:20:00,23.1,23.3,23.166666666666668,0.0,4.639999999999984,0.1999999999999993,1.0
2018-01-01 03:30:00,2018-01-01 03:30:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0
2018-01-01 03:40:00,2018-01-01 03:40:00,22.8,22.9,22.85,0.0,2.2849999999999513,0.09999999999999787,1.0
2018-01-01 04:00:00,2018-01-01 04:00:00,22.6,22.8,22.733333333333334,0.0,4.539999999999985,0.1999999999999993,1.0
2018-01-01 04:10:00,2018-01-01 04:10:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-01 04:30:00,2018-01-01 04:30:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-01 05:10:00,2018-01-01 05:10:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2018-01-01 05:20:00,2018-01-01 05:20:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2018-01-01 05:30:00,2018-01-01 05:30:00,22.5,22.8,22.666666666666668,0.0,6.795000000000017,0.3000000000000007,1.0
2018-01-01 05:40:00,2018-01-01 05:40:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-01 16:10:00,2018-01-01 16:10:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-01 16:20:00,2018-01-01 16:20:00,22.9,22.9,22.899999999999995,0.0,0.0,0.0,0.6666666666666666
2018-01-01 17:10:00,2018-01-01 17:10:00,23.0,23.9,23.3,0.0,21.104999999999965,0.8999999999999986,0.0
2018-01-01 17:20:00,2018-01-01 17:20:00,23.9,23.9,23.899999999999995,0.0,0.0,0.0,0.0
2018-01-01 17:30:00,2018-01-01 17:30:00,24.0,24.1,24.05,0.0,2.4050000000000344,0.10000000000000142,0.0
2018-01-01 17:40:00,2018-01-01 17:40:00,23.8,23.9,23.85,0.0,2.384999999999949,0.09999999999999787,0.0
2018-01-01 17:50:00,2018-01-01 17:50:00,23.8,23.8,23.8,0.0,0.0,0.0,0.5
2018-01-01 18:00:00,2018-01-01 18:00:00,23.5,23.6,23.55,0.0,2.3550000000000337,0.10000000000000142,1.0
2018-01-01 18:10:00,2018-01-01 18:10:00,23.1,23.5,23.325000000000003,0.0,9.319999999999967,0.3999999999999986,1.0
2018-01-01 18:20:00,2018-01-01 18:20:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0
2018-01-01 18:30:00,2018-01-01 18:30:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-01 18:40:00,2018-01-01 18:40:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-01 19:00:00,2018-01-01 19:00:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-01 20:20:00,2018-01-01 20:20:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2018-01-01 20:30:00,2018-01-01 20:30:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2018-01-01 22:20:00,2018-01-01 22:20:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0
2018-01-01 23:50:00,2018-01-01 23:50:00,22.4,22.4,22.4,0.0,0.0,0.0,1.0
2018-01-02 00:00:00,2018-01-02 00:00:00,22.4,22.7,22.53333333333333,0.0,6.765000000000015,0.3000000000000007,1.0
2018-01-02 00:10:00,2018-01-02 00:10:00,22.8,22.9,22.85,0.0,2.2849999999999513,0.09999999999999787,1.0
2018-01-02 00:20:00,2018-01-02 00:20:00,23.1,23.3,23.2,0.0,4.639999999999984,0.1999999999999993,0.5
2018-01-02 00:30:00,2018-01-02 00:30:00,23.2,23.3,23.25,0.0,2.325000000000033,0.10000000000000142,0.0
2018-01-02 00:50:00,2018-01-02 00:50:00,22.9,23.2,23.1,0.0,6.915000000000017,0.3000000000000007,0.0
2018-01-02 01:00:00,2018-01-02 01:00:00,23.1,23.1,23.1,0.0,0.0,0.0,0.0
2018-01-02 01:10:00,2018-01-02 01:10:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0
2018-01-02 02:00:00,2018-01-02 02:00:00,23.1,23.2,23.15,0.0,2.3149999999999507,0.09999999999999787,0.0
2018-01-02 02:10:00,2018-01-02 02:10:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0
2018-01-02 02:20:00,2018-01-02 02:20:00,22.9,23.1,23.0,0.0,4.600000000000065,0.20000000000000284,0.0
2018-01-02 02:30:00,2018-01-02 02:30:00,22.7,22.8,22.75,0.0,2.2750000000000323,0.10000000000000142,0.0
2018-01-02 02:50:00,2018-01-02 02:50:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0
2018-01-02 03:00:00,2018-01-02 03:00:00,22.4,22.5,22.45,0.0,2.2450000000000316,0.10000000000000142,0.0
2018-01-02 03:10:00,2018-01-02 03:10:00,22.5,22.7,22.6,0.0,4.5199999999999845,0.1999999999999993,0.0
2018-01-02 03:20:00,2018-01-02 03:20:00,22.8,22.8,22.8,0.0,0.0,0.0,0.0
2018-01-02 03:30:00,2018-01-02 03:30:00,22.6,22.8,22.7,0.6000000000000014,4.539999999999985,0.1999999999999993,0.2
2018-01-02 03:40:00,2018-01-02 03:40:00,22.1,22.6,22.3,0.0,11.174999999999999,0.5,0.0
2018-01-02 05:00:00,2018-01-02 05:00:00,22.4,22.4,22.4,0.0,0.0,0.0,0.0
2018-01-02 05:10:00,2018-01-02 05:10:00,22.5,22.9,22.700000000000003,0.0,9.079999999999968,0.3999999999999986,0.0
2018-01-02 05:30:00,2018-01-02 05:30:00,23.0,23.0,23.0,0.0,0.0,0.0,0.0
2018-01-02 06:10:00,2018-01-02 06:10:00,23.2,23.4,23.3,0.0,4.659999999999983,0.1999999999999993,0.0
2018-01-02 06:20:00,2018-01-02 06:20:00,23.5,23.5,23.5,0.0,0.0,0.0,0.0
2018-01-02 06:30:00,2018-01-02 06:30:00,23.4,23.4,23.4,0.0,0.0,0.0,0.0
2018-01-02 06:40:00,2018-01-02 06:40:00,23.2,23.4,23.3,0.0,4.659999999999983,0.1999999999999993,0.0
2018-01-02 06:50:00,2018-01-02 06:50:00,22.8,23.0,22.900000000000002,0.0,4.579999999999983,0.1999999999999993,0.0
2018-01-02 07:00:00,2018-01-02 07:00:00,22.3,22.7,22.474999999999998,0.0,8.999999999999968,0.3999999999999986,0.0
2018-01-02 07:10:00,2018-01-02 07:10:00,22.0,22.2,22.1,0.0,4.419999999999985,0.1999999999999993,0.0
2018-01-02 07:20:00,2018-01-02 07:20:00,21.8,21.9,21.85,0.0,2.1849999999999534,0.09999999999999787,0.0
2018-01-02 07:30:00,2018-01-02 07:30:00,21.5,21.7,21.6,0.0,4.319999999999986,0.1999999999999993,0.0
2018-01-02 07:50:00,2018-01-02 07:50:00,21.4,21.4,21.4,0.0,0.0,0.0,0.0
2018-01-02 08:00:00,2018-01-02 08:00:00,21.5,21.5,21.5,0.0,0.0,0.0,0.0
2018-01-02 08:30:00,2018-01-02 08:30:00,21.4,21.4,21.4,0.0,0.0,0.0,0.0
2018-01-02 08:50:00,2018-01-02 08:50:00,21.3,21.3,21.3,0.0,0.0,0.0,0.0
2018-01-02 09:00:00,2018-01-02 09:00:00,21.4,21.5,21.433333333333334,0.0,2.14500000000003,0.10000000000000142,0.6666666666666666
2018-01-02 09:40:00,2018-01-02 09:40:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 09:50:00,2018-01-02 09:50:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2018-01-02 10:10:00,2018-01-02 10:10:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 10:20:00,2018-01-02 10:20:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2018-01-02 10:30:00,2018-01-02 10:30:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 10:40:00,2018-01-02 10:40:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2018-01-02 10:50:00,2018-01-02 10:50:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 11:10:00,2018-01-02 11:10:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2018-01-02 11:20:00,2018-01-02 11:20:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 11:30:00,2018-01-02 11:30:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2018-01-02 11:50:00,2018-01-02 11:50:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 12:10:00,2018-01-02 12:10:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2018-01-02 12:20:00,2018-01-02 12:20:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 12:30:00,2018-01-02 12:30:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2018-01-02 12:50:00,2018-01-02 12:50:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 13:00:00,2018-01-02 13:00:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2018-01-02 13:40:00,2018-01-02 13:40:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 14:00:00,2018-01-02 14:00:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2018-01-02 14:10:00,2018-01-02 14:10:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 14:30:00,2018-01-02 14:30:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2018-01-02 14:50:00,2018-01-02 14:50:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 15:00:00,2018-01-02 15:00:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2018-01-02 15:10:00,2018-01-02 15:10:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 15:20:00,2018-01-02 15:20:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2018-01-02 15:30:00,2018-01-02 15:30:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 15:40:00,2018-01-02 15:40:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0
2018-01-02 15:50:00,2018-01-02 15:50:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 16:00:00,2018-01-02 16:00:00,21.4,21.8,21.56,2.3000000000000007,8.640000000000049,0.40000000000000213,1.0
2018-01-02 16:10:00,2018-01-02 16:10:00,21.6,22.2,21.849999999999998,0.0,13.139999999999953,0.5999999999999979,0.16666666666666666
2018-01-02 16:20:00,2018-01-02 16:20:00,22.3,22.9,22.599999999999998,0.0,13.559999999999953,0.5999999999999979,0.0
2018-01-02 16:30:00,2018-01-02 16:30:00,23.1,23.2,23.133333333333336,0.0,2.3149999999999507,0.09999999999999787,0.6666666666666666
2018-01-02 16:40:00,2018-01-02 16:40:00,23.3,23.5,23.4,0.0,4.679999999999983,0.1999999999999993,1.0
2018-01-02 16:50:00,2018-01-02 16:50:00,23.6,23.9,23.76666666666667,0.0,7.1249999999999325,0.29999999999999716,1.0
2018-01-02 17:00:00,2018-01-02 17:00:00,23.5,23.7,23.633333333333336,0.0,4.719999999999984,0.1999999999999993,1.0
2018-01-02 17:10:00,2018-01-02 17:10:00,23.5,23.5,23.5,0.0,0.0,0.0,1.0
2018-01-02 17:20:00,2018-01-02 17:20:00,23.4,23.5,23.45,0.0,2.345000000000033,0.10000000000000142,1.0
2018-01-02 17:30:00,2018-01-02 17:30:00,23.5,23.7,23.566666666666666,0.0,4.719999999999984,0.1999999999999993,1.0
2018-01-02 17:40:00,2018-01-02 17:40:00,23.4,23.5,23.45,0.0,2.345000000000033,0.10000000000000142,1.0
2018-01-02 17:50:00,2018-01-02 17:50:00,23.3,23.7,23.475,0.0,9.399999999999967,0.3999999999999986,1.0
2018-01-02 18:00:00,2018-01-02 18:00:00,23.8,23.9,23.85,0.0,2.384999999999949,0.09999999999999787,1.0
2018-01-02 18:20:00,2018-01-02 18:20:00,23.8,23.9,23.85,0.0,2.384999999999949,0.09999999999999787,1.0
2018-01-02 18:30:00,2018-01-02 18:30:00,24.0,24.0,24.0,0.0,0.0,0.0,1.0
2018-01-02 18:40:00,2018-01-02 18:40:00,23.7,24.1,23.925,0.0,9.56000000000005,0.40000000000000213,1.0
2018-01-02 18:50:00,2018-01-02 18:50:00,23.1,23.6,23.340000000000003,0.0,11.675,0.5,1.0
2018-01-02 19:00:00,2018-01-02 19:00:00,22.5,23.0,22.72,0.0,11.375,0.5,1.0
2018-01-02 19:10:00,2018-01-02 19:10:00,22.1,22.3,22.2,0.0,4.439999999999985,0.1999999999999993,1.0
2018-01-02 19:20:00,2018-01-02 19:20:00,21.8,21.9,21.85,0.0,2.1849999999999534,0.09999999999999787,1.0
2018-01-02 19:30:00,2018-01-02 19:30:00,21.6,21.7,21.65,0.0,2.164999999999954,0.09999999999999787,1.0
2018-01-02 19:50:00,2018-01-02 19:50:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0
2018-01-02 20:00:00,2018-01-02 20:00:00,21.3,21.4,21.366666666666664,0.0,2.1349999999999545,0.09999999999999787,1.0
2018-01-02 20:10:00,2018-01-02 20:10:00,21.6,22.2,21.899999999999995,0.0,13.139999999999953,0.5999999999999979,1.0
2018-01-02 20:20:00,2018-01-02 20:20:00,22.3,22.6,22.5,0.0,6.735000000000017,0.3000000000000007,1.0
2018-01-02 20:30:00,2018-01-02 20:30:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-02 20:40:00,2018-01-02 20:40:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2018-01-02 20:50:00,2018-01-02 20:50:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0
2018-01-02 21:10:00,2018-01-02 21:10:00,22.3,22.4,22.366666666666664,0.0,2.2349999999999524,0.09999999999999787,1.0
2018-01-02 21:20:00,2018-01-02 21:20:00,22.4,22.5,22.45,0.0,2.2450000000000316,0.10000000000000142,1.0
2018-01-02 21:30:00,2018-01-02 21:30:00,22.7,22.8,22.75,0.0,2.2750000000000323,0.10000000000000142,1.0
2018-01-02 21:40:00,2018-01-02 21:40:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0
2018-01-02 21:50:00,2018-01-02 21:50:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0
2018-01-02 22:10:00,2018-01-02 22:10:00,22.4,22.4,22.4,0.0,0.0,0.0,1.0
2018-01-02 22:30:00,2018-01-02 22:30:00,22.3,22.3,22.3,0.0,0.0,0.0,1.0
2018-01-02 23:40:00,2018-01-02 23:40:00,22.2,22.2,22.2,0.0,0.0,0.0,1.0
2018-01-03 00:10:00,2018-01-03 00:10:00,22.2,22.2,22.2,0.0,0.0,0.0,1.0
2018-01-03 00:20:00,2018-01-03 00:20:00,22.0,22.3,22.166666666666668,0.0,6.6450000000000164,0.3000000000000007,1.0
2018-01-03 00:30:00,2018-01-03 00:30:00,22.4,22.4,22.4,0.0,0.0,0.0,1.0
2018-01-03 01:10:00,2018-01-03 01:10:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2018-01-03 01:30:00,2018-01-03 01:30:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0
2018-01-03 01:40:00,2018-01-03 01:40:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-03 02:10:00,2018-01-03 02:10:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-03 02:20:00,2018-01-03 02:20:00,23.1,23.2,23.15,0.0,2.3149999999999507,0.09999999999999787,1.0
2018-01-03 02:30:00,2018-01-03 02:30:00,23.1,23.1,23.1,0.0,0.0,0.0,1.0
2018-01-03 02:40:00,2018-01-03 02:40:00,22.9,23.1,22.96666666666667,0.0,4.600000000000065,0.20000000000000284,1.0
2018-01-03 02:50:00,2018-01-03 02:50:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-03 03:00:00,2018-01-03 03:00:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-03 03:10:00,2018-01-03 03:10:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0
2018-01-03 03:20:00,2018-01-03 03:20:00,22.5,22.7,22.6,0.0,4.5199999999999845,0.1999999999999993,1.0
2018-01-03 03:30:00,2018-01-03 03:30:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0
2018-01-03 03:40:00,2018-01-03 03:40:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-03 03:50:00,2018-01-03 03:50:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2018-01-03 04:00:00,2018-01-03 04:00:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2018-01-03 04:20:00,2018-01-03 04:20:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0
2018-01-03 04:50:00,2018-01-03 04:50:00,22.4,22.4,22.4,0.0,0.0,0.0,1.0
2018-01-03 05:20:00,2018-01-03 05:20:00,22.3,22.3,22.3,0.0,0.0,0.0,1.0
2018-01-03 06:00:00,2018-01-03 06:00:00,22.1,22.3,22.200000000000003,0.0,4.439999999999985,0.1999999999999993,1.0
2018-01-03 06:10:00,2018-01-03 06:10:00,22.0,22.0,22.0,0.0,0.0,0.0,1.0
2018-01-03 06:20:00,2018-01-03 06:20:00,22.2,22.2,22.2,0.0,0.0,0.0,1.0
2018-01-03 06:40:00,2018-01-03 06:40:00,22.3,22.3,22.3,0.0,0.0,0.0,1.0
2018-01-03 07:10:00,2018-01-03 07:10:00,22.4,22.4,22.4,0.0,0.0,0.0,1.0
2018-01-03 07:30:00,2018-01-03 07:30:00,22.5,22.7,22.6,0.0,4.5199999999999845,0.1999999999999993,1.0
2018-01-03 07:40:00,2018-01-03 07:40:00,22.8,22.9,22.85,0.0,2.2849999999999513,0.09999999999999787,1.0
2018-01-03 07:50:00,2018-01-03 07:50:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0
2018-01-03 08:00:00,2018-01-03 08:00:00,22.7,23.0,22.85,0.0,6.8550000000000155,0.3000000000000007,1.0
2018-01-03 08:10:00,2018-01-03 08:10:00,22.3,22.5,22.400000000000002,0.0,4.4799999999999836,0.1999999999999993,1.0
2018-01-03 08:20:00,2018-01-03 08:20:00,22.0,22.2,22.1,0.0,4.419999999999985,0.1999999999999993,1.0
2018-01-03 08:30:00,2018-01-03 08:30:00,21.9,21.9,21.9,0.0,0.0,0.0,1.0
2018-01-03 08:40:00,2018-01-03 08:40:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0
