ts,ts,min,max,mean,delta_t,integ,rmsd,doors,cabine
2017-12-31 07:55:00,2017-12-31 07:55:00,21.6,21.6,21.6,0.0,0.0,0.0,1.0,0.0
2017-12-31 08:00:00,2017-12-31 08:00:00,21.5,21.5,21.5,0.0,0.0,0.0,1.0,0.0
2017-12-31 09:00:00,2017-12-31 09:00:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0,0.0
2017-12-31 09:05:00,2017-12-31 09:05:00,21.5,21.5,21.5,0.0,0.0,0.0,1.0,0.0
2017-12-31 09:35:00,2017-12-31 09:35:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0,0.0
2017-12-31 09:45:00,2017-12-31 09:45:00,21.5,21.5,21.5,0.0,0.0,0.0,1.0,0.0
2017-12-31 14:20:00,2017-12-31 14:20:00,21.5,21.5,21.5,0.0,0.0,0.0,0.5,0.0
2017-12-31 14:25:00,2017-12-31 14:25:00,21.5,21.5,21.5,0.0,0.0,0.0,0.5,0.0
2017-12-31 14:50:00,2017-12-31 14:50:00,21.5,21.5,21.5,0.0,0.0,0.0,1.0,0.0
2017-12-31 15:10:00,2017-12-31 15:10:00,21.3,21.3,21.3,0.0,0.0,0.0,0.0,1.0
2017-12-31 15:15:00,2017-12-31 15:15:00,23.1,23.5,23.28,0.0,9.319999999999967,0.3999999999999986,0.0,1.0
2017-12-31 15:20:00,2017-12-31 15:20:00,23.6,23.8,23.700000000000003,0.0,4.739999999999984,0.1999999999999993,0.0,1.0
2017-12-31 15:25:00,2017-12-31 15:25:00,23.9,23.9,23.9,0.0,0.0,0.0,0.0,1.0
2017-12-31 15:30:00,2017-12-31 15:30:00,24.1,24.1,24.1,0.0,0.0,0.0,0.0,1.0
2017-12-31 15:35:00,2017-12-31 15:35:00,24.2,24.3,24.25,0.0,2.4250000000000345,0.10000000000000142,0.0,1.0
2017-12-31 15:40:00,2017-12-31 15:40:00,24.2,24.2,24.2,0.0,0.0,0.0,0.0,1.0
2017-12-31 15:45:00,2017-12-31 15:45:00,24.3,24.3,24.3,0.0,0.0,0.0,0.0,1.0
2017-12-31 15:50:00,2017-12-31 15:50:00,24.3,24.4,24.35,0.0,2.434999999999948,0.09999999999999787,0.0,1.0
2017-12-31 15:55:00,2017-12-31 15:55:00,24.0,24.3,24.166666666666668,0.0,7.245000000000017,0.3000000000000007,0.0,1.0
2017-12-31 16:00:00,2017-12-31 16:00:00,23.7,23.9,23.8,0.0,4.759999999999983,0.1999999999999993,0.0,1.0
2017-12-31 16:05:00,2017-12-31 16:05:00,23.3,23.5,23.366666666666664,0.0,4.679999999999983,0.1999999999999993,0.0,1.0
2017-12-31 16:20:00,2017-12-31 16:20:00,23.1,23.3,23.200000000000003,0.0,4.639999999999984,0.1999999999999993,0.5,0.0
2017-12-31 16:25:00,2017-12-31 16:25:00,23.0,23.2,23.133333333333336,0.0,4.619999999999984,0.1999999999999993,1.0,1.0
2017-12-31 16:30:00,2017-12-31 16:30:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0,1.0
2017-12-31 16:35:00,2017-12-31 16:35:00,22.6,22.8,22.700000000000003,0.0,4.539999999999985,0.1999999999999993,1.0,1.0
2017-12-31 16:40:00,2017-12-31 16:40:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0,1.0
2017-12-31 16:45:00,2017-12-31 16:45:00,22.3,22.4,22.35,0.0,2.2349999999999524,0.09999999999999787,1.0,1.0
2017-12-31 16:50:00,2017-12-31 16:50:00,22.1,22.1,22.1,0.0,0.0,0.0,1.0,1.0
2017-12-31 16:55:00,2017-12-31 16:55:00,22.0,22.0,22.0,0.0,0.0,0.0,1.0,1.0
2017-12-31 17:00:00,2017-12-31 17:00:00,21.9,21.9,21.9,0.0,0.0,0.0,1.0,1.0
2017-12-31 17:05:00,2017-12-31 17:05:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0,1.0
2017-12-31 17:10:00,2017-12-31 17:10:00,21.6,21.6,21.6,0.0,0.0,0.0,1.0,1.0
2017-12-31 17:20:00,2017-12-31 17:20:00,21.5,21.6,21.566666666666666,0.0,2.155000000000031,0.10000000000000142,1.0,0.0
2017-12-31 17:25:00,2017-12-31 17:25:00,21.7,21.7,21.7,0.0,0.0,0.0,1.0,0.0
2017-12-31 17:30:00,2017-12-31 17:30:00,21.8,21.8,21.8,0.0,0.0,0.0,1.0,0.0
2017-12-31 17:40:00,2017-12-31 17:40:00,21.7,21.7,21.7,0.0,0.0,0.0,1.0,0.0
2017-12-31 17:45:00,2017-12-31 17:45:00,21.6,21.6,21.6,0.0,0.0,0.0,1.0,0.0
2017-12-31 17:55:00,2017-12-31 17:55:00,21.5,21.5,21.5,0.0,0.0,0.0,1.0,0.0
2017-12-31 18:00:00,2017-12-31 18:00:00,21.5,21.5,21.5,0.0,0.0,0.0,1.0,1.0
2017-12-31 18:30:00,2017-12-31 18:30:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0,1.0
2017-12-31 18:35:00,2017-12-31 18:35:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0,1.0
2017-12-31 18:45:00,2017-12-31 18:45:00,21.3,21.4,21.35,0.0,2.1349999999999545,0.09999999999999787,1.0,0.0
2017-12-31 18:50:00,2017-12-31 18:50:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0,0.0
2017-12-31 18:55:00,2017-12-31 18:55:00,21.6,21.7,21.65,0.0,2.164999999999954,0.09999999999999787,1.0,0.0
2017-12-31 19:00:00,2017-12-31 19:00:00,21.8,22.1,21.96666666666667,0.0,6.585000000000017,0.3000000000000007,1.0,0.0
2017-12-31 19:05:00,2017-12-31 19:05:00,22.3,22.4,22.35,0.0,2.2349999999999524,0.09999999999999787,1.0,0.0
2017-12-31 19:10:00,2017-12-31 19:10:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0,0.0
2017-12-31 19:15:00,2017-12-31 19:15:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0,0.0
2017-12-31 19:30:00,2017-12-31 19:30:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,0.0
2017-12-31 19:50:00,2017-12-31 19:50:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0,0.0
2017-12-31 20:00:00,2017-12-31 20:00:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0,0.0
2017-12-31 20:10:00,2017-12-31 20:10:00,23.0,23.1,23.05,0.0,2.305000000000033,0.10000000000000142,1.0,1.0
2017-12-31 20:15:00,2017-12-31 20:15:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0,1.0
2017-12-31 20:20:00,2017-12-31 20:20:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0,1.0
2017-12-31 20:25:00,2017-12-31 20:25:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,1.0
2017-12-31 21:40:00,2017-12-31 21:40:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0,1.0
2017-12-31 23:05:00,2017-12-31 23:05:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0,0.0
2017-12-31 23:10:00,2017-12-31 23:10:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0,0.0
2017-12-31 23:15:00,2017-12-31 23:15:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0,0.0
2017-12-31 23:20:00,2017-12-31 23:20:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0,0.0
2017-12-31 23:35:00,2017-12-31 23:35:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,0.0
2017-12-31 23:50:00,2017-12-31 23:50:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0,0.0
2018-01-01 00:00:00,2018-01-01 00:00:00,23.1,23.1,23.1,0.0,0.0,0.0,1.0,0.0
2018-01-01 00:55:00,2018-01-01 00:55:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0,0.0
2018-01-01 01:05:00,2018-01-01 01:05:00,23.1,23.1,23.1,0.0,0.0,0.0,1.0,0.0
2018-01-01 01:40:00,2018-01-01 01:40:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0,0.0
2018-01-01 01:45:00,2018-01-01 01:45:00,23.1,23.1,23.1,0.0,0.0,0.0,1.0,0.0
2018-01-01 01:50:00,2018-01-01 01:50:00,23.1,23.2,23.133333333333336,0.0,2.3149999999999507,0.09999999999999787,1.0,1.0
2018-01-01 02:05:00,2018-01-01 02:05:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0,1.0
2018-01-01 02:10:00,2018-01-01 02:10:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,1.0
2018-01-01 02:35:00,2018-01-01 02:35:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0,1.0
2018-01-01 03:00:00,2018-01-01 03:00:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0,0.0
2018-01-01 03:05:00,2018-01-01 03:05:00,22.6,22.7,22.65,0.0,2.2649999999999517,0.09999999999999787,1.0,0.0
2018-01-01 03:10:00,2018-01-01 03:10:00,22.8,23.0,22.9,0.0,4.579999999999983,0.1999999999999993,1.0,0.0
2018-01-01 03:20:00,2018-01-01 03:20:00,23.1,23.3,23.200000000000003,0.0,4.639999999999984,0.1999999999999993,1.0,0.0
2018-01-01 03:25:00,2018-01-01 03:25:00,23.1,23.1,23.1,0.0,0.0,0.0,1.0,0.0
2018-01-01 03:30:00,2018-01-01 03:30:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0,0.0
2018-01-01 03:40:00,2018-01-01 03:40:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0,0.0
2018-01-01 03:45:00,2018-01-01 03:45:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,0.0
2018-01-01 04:00:00,2018-01-01 04:00:00,22.6,22.8,22.700000000000003,0.0,4.539999999999985,0.1999999999999993,1.0,0.0
2018-01-01 04:05:00,2018-01-01 04:05:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,1.0
2018-01-01 04:15:00,2018-01-01 04:15:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0,1.0
2018-01-01 04:30:00,2018-01-01 04:30:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,1.0
2018-01-01 05:10:00,2018-01-01 05:10:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0,1.0
2018-01-01 05:20:00,2018-01-01 05:20:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0,0.0
2018-01-01 05:30:00,2018-01-01 05:30:00,22.5,22.7,22.6,0.0,4.5199999999999845,0.1999999999999993,1.0,0.0
2018-01-01 05:35:00,2018-01-01 05:35:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,0.0
2018-01-01 05:45:00,2018-01-01 05:45:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0,0.0
2018-01-01 16:10:00,2018-01-01 16:10:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0,1.0
2018-01-01 16:20:00,2018-01-01 16:20:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0,0.0
2018-01-01 16:25:00,2018-01-01 16:25:00,22.9,22.9,22.9,0.0,0.0,0.0,0.5,0.0
2018-01-01 17:15:00,2018-01-01 17:15:00,23.0,23.9,23.3,0.0,21.104999999999965,0.8999999999999986,0.0,1.0
2018-01-01 17:20:00,2018-01-01 17:20:00,23.9,23.9,23.899999999999995,0.0,0.0,0.0,0.0,1.0
2018-01-01 17:30:00,2018-01-01 17:30:00,24.0,24.1,24.05,0.0,2.4050000000000344,0.10000000000000142,0.0,0.0
2018-01-01 17:40:00,2018-01-01 17:40:00,23.9,23.9,23.9,0.0,0.0,0.0,0.0,0.0
2018-01-01 17:45:00,2018-01-01 17:45:00,23.8,23.8,23.8,0.0,0.0,0.0,0.0,0.0
2018-01-01 17:55:00,2018-01-01 17:55:00,23.8,23.8,23.8,0.0,0.0,0.0,0.5,0.0
2018-01-01 18:05:00,2018-01-01 18:05:00,23.5,23.6,23.55,0.0,2.3550000000000337,0.10000000000000142,1.0,0.0
2018-01-01 18:10:00,2018-01-01 18:10:00,23.3,23.5,23.400000000000002,0.0,4.679999999999983,0.1999999999999993,1.0,1.0
2018-01-01 18:15:00,2018-01-01 18:15:00,23.1,23.1,23.1,0.0,0.0,0.0,1.0,1.0
2018-01-01 18:20:00,2018-01-01 18:20:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0,1.0
2018-01-01 18:30:00,2018-01-01 18:30:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0,1.0
2018-01-01 18:45:00,2018-01-01 18:45:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,1.0
2018-01-01 19:00:00,2018-01-01 19:00:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,1.0
2018-01-01 20:25:00,2018-01-01 20:25:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0,1.0
2018-01-01 20:30:00,2018-01-01 20:30:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0,1.0
2018-01-01 22:20:00,2018-01-01 22:20:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0,1.0
2018-01-01 23:55:00,2018-01-01 23:55:00,22.4,22.4,22.4,0.0,0.0,0.0,1.0,1.0
2018-01-02 00:05:00,2018-01-02 00:05:00,22.4,22.7,22.53333333333333,0.0,6.765000000000015,0.3000000000000007,1.0,0.0
2018-01-02 00:10:00,2018-01-02 00:10:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0,0.0
2018-01-02 00:15:00,2018-01-02 00:15:00,22.9,22.9,22.9,0.0,0.0,0.0,1.0,0.0
2018-01-02 00:25:00,2018-01-02 00:25:00,23.1,23.3,23.2,0.0,4.639999999999984,0.1999999999999993,0.5,0.0
2018-01-02 00:30:00,2018-01-02 00:30:00,23.2,23.3,23.25,0.0,2.325000000000033,0.10000000000000142,0.0,0.0
2018-01-02 00:50:00,2018-01-02 00:50:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0,1.0
2018-01-02 00:55:00,2018-01-02 00:55:00,22.9,23.2,23.066666666666663,0.0,6.915000000000017,0.3000000000000007,0.0,0.0
2018-01-02 01:05:00,2018-01-02 01:05:00,23.1,23.1,23.1,0.0,0.0,0.0,0.0,0.0
2018-01-02 01:15:00,2018-01-02 01:15:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0,0.0
2018-01-02 02:00:00,2018-01-02 02:00:00,23.1,23.2,23.15,0.0,2.3149999999999507,0.09999999999999787,0.0,0.0
2018-01-02 02:15:00,2018-01-02 02:15:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0,1.0
2018-01-02 02:20:00,2018-01-02 02:20:00,22.9,23.1,23.0,0.0,4.600000000000065,0.20000000000000284,0.0,1.0
2018-01-02 02:30:00,2018-01-02 02:30:00,22.8,22.8,22.8,0.0,0.0,0.0,0.0,1.0
2018-01-02 02:35:00,2018-01-02 02:35:00,22.7,22.7,22.7,0.0,0.0,0.0,0.0,1.0
2018-01-02 02:50:00,2018-01-02 02:50:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0,1.0
2018-01-02 03:05:00,2018-01-02 03:05:00,22.4,22.5,22.45,0.0,2.2450000000000316,0.10000000000000142,0.0,0.0
2018-01-02 03:10:00,2018-01-02 03:10:00,22.5,22.5,22.5,0.0,0.0,0.0,0.0,0.0
2018-01-02 03:15:00,2018-01-02 03:15:00,22.7,22.7,22.7,0.0,0.0,0.0,0.0,1.0
2018-01-02 03:25:00,2018-01-02 03:25:00,22.8,22.8,22.8,0.0,0.0,0.0,0.0,1.0
2018-01-02 03:30:00,2018-01-02 03:30:00,22.7,22.8,22.75,0.0,2.2750000000000323,0.10000000000000142,0.0,0.0
2018-01-02 03:35:00,2018-01-02 03:35:00,22.6,22.7,22.666666666666668,0.6000000000000014,2.2649999999999517,0.09999999999999787,0.3333333333333333,1.0
2018-01-02 03:40:00,2018-01-02 03:40:00,22.1,22.6,22.275000000000002,0.0,11.174999999999999,0.5,0.0,0.0
2018-01-02 03:45:00,2018-01-02 03:45:00,22.4,22.4,22.4,0.0,0.0,0.0,0.0,0.0
2018-01-02 05:00:00,2018-01-02 05:00:00,22.4,22.4,22.4,0.0,0.0,0.0,0.0,0.0
2018-01-02 05:10:00,2018-01-02 05:10:00,22.5,22.8,22.633333333333336,0.0,6.795000000000017,0.3000000000000007,0.0,0.0
2018-01-02 05:15:00,2018-01-02 05:15:00,22.9,22.9,22.9,0.0,0.0,0.0,0.0,0.0
2018-01-02 05:30:00,2018-01-02 05:30:00,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 06:10:00,2018-01-02 06:10:00,23.2,23.2,23.2,0.0,0.0,0.0,0.0,0.0
2018-01-02 06:15:00,2018-01-02 06:15:00,23.3,23.4,23.35,0.0,2.3349999999999502,0.09999999999999787,0.0,0.0
2018-01-02 06:20:00,2018-01-02 06:20:00,23.5,23.5,23.5,0.0,0.0,0.0,0.0,0.0
2018-01-02 06:30:00,2018-01-02 06:30:00,23.4,23.4,23.4,0.0,0.0,0.0,0.0,0.0
2018-01-02 06:40:00,2018-01-02 06:40:00,23.4,23.4,23.4,0.0,0.0,0.0,0.0,0.0
2018-01-02 06:45:00,2018-01-02 06:45:00,23.2,23.3,23.25,0.0,2.325000000000033,0.10000000000000142,0.0,0.0
2018-01-02 06:50:00,2018-01-02 06:50:00,22.9,23.0,22.95,0.0,2.2950000000000323,0.10000000000000142,0.0,0.0
2018-01-02 06:55:00,2018-01-02 06:55:00,22.8,22.8,22.8,0.0,0.0,0.0,0.0,0.0
2018-01-02 07:00:00,2018-01-02 07:00:00,22.5,22.7,22.6,0.0,4.5199999999999845,0.1999999999999993,0.0,0.0
2018-01-02 07:05:00,2018-01-02 07:05:00,22.3,22.4,22.35,0.0,2.2349999999999524,0.09999999999999787,0.0,0.0
2018-01-02 07:10:00,2018-01-02 07:10:00,22.2,22.2,22.2,0.0,0.0,0.0,0.0,0.0
2018-01-02 07:15:00,2018-01-02 07:15:00,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 07:20:00,2018-01-02 07:20:00,21.9,21.9,21.9,0.0,0.0,0.0,0.0,0.0
2018-01-02 07:25:00,2018-01-02 07:25:00,21.8,21.8,21.8,0.0,0.0,0.0,0.0,0.0
2018-01-02 07:30:00,2018-01-02 07:30:00,21.7,21.7,21.7,0.0,0.0,0.0,0.0,0.0
2018-01-02 07:35:00,2018-01-02 07:35:00,21.5,21.5,21.5,0.0,0.0,0.0,0.0,0.0
2018-01-02 07:55:00,2018-01-02 07:55:00,21.4,21.4,21.4,0.0,0.0,0.0,0.0,0.0
2018-01-02 08:00:00,2018-01-02 08:00:00,21.5,21.5,21.5,0.0,0.0,0.0,0.0,0.0
2018-01-02 08:35:00,2018-01-02 08:35:00,21.4,21.4,21.4,0.0,0.0,0.0,0.0,0.0
2018-01-02 08:50:00,2018-01-02 08:50:00,21.3,21.3,21.3,0.0,0.0,0.0,0.0,0.0
2018-01-02 09:00:00,2018-01-02 09:00:00,21.4,21.4,21.4,0.0,0.0,0.0,0.5,0.0
2018-01-02 09:05:00,2018-01-02 09:05:00,21.5,21.5,21.5,0.0,0.0,0.0,1.0,0.0
2018-01-02 09:40:00,2018-01-02 09:40:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0,0.0
2018-01-02 09:50:00,2018-01-02 09:50:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0,0.0
2018-01-02 10:15:00,2018-01-02 10:15:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0,0.0
2018-01-02 10:20:00,2018-01-02 10:20:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0,0.0
2018-01-02 10:35:00,2018-01-02 10:35:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0,0.0
2018-01-02 10:45:00,2018-01-02 10:45:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0,0.0
2018-01-02 10:55:00,2018-01-02 10:55:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0,0.0
2018-01-02 11:15:00,2018-01-02 11:15:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0,0.0
2018-01-02 11:25:00,2018-01-02 11:25:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0,0.0
2018-01-02 11:35:00,2018-01-02 11:35:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0,0.0
2018-01-02 11:50:00,2018-01-02 11:50:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0,0.0
2018-01-02 12:10:00,2018-01-02 12:10:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0,0.0
2018-01-02 12:20:00,2018-01-02 12:20:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0,0.0
2018-01-02 12:35:00,2018-01-02 12:35:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0,0.0
2018-01-02 12:50:00,2018-01-02 12:50:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0,0.0
2018-01-02 13:05:00,2018-01-02 13:05:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0,0.0
2018-01-02 13:45:00,2018-01-02 13:45:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0,0.0
2018-01-02 14:00:00,2018-01-02 14:00:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0,0.0
2018-01-02 14:15:00,2018-01-02 14:15:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0,0.0
2018-01-02 14:35:00,2018-01-02 14:35:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0,0.0
2018-01-02 14:50:00,2018-01-02 14:50:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0,0.0
2018-01-02 15:00:00,2018-01-02 15:00:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0,0.0
2018-01-02 15:10:00,2018-01-02 15:10:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0,0.0
2018-01-02 15:20:00,2018-01-02 15:20:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0,0.0
2018-01-02 15:30:00,2018-01-02 15:30:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0,0.0
2018-01-02 15:45:00,2018-01-02 15:45:00,21.3,21.3,21.3,0.0,0.0,0.0,1.0,0.0
2018-01-02 15:55:00,2018-01-02 15:55:00,21.4,21.4,21.4,0.0,0.0,0.0,1.0,0.0
2018-01-02 16:00:00,2018-01-02 16:00:00,21.4,21.5,21.46666666666667,2.3000000000000007,2.14500000000003,0.10000000000000142,1.0,0.0
2018-01-02 16:05:00,2018-01-02 16:05:00,21.6,21.8,21.700000000000003,0.0,4.339999999999985,0.1999999999999993,1.0,0.0
2018-01-02 16:10:00,2018-01-02 16:10:00,21.6,21.9,21.725,0.0,6.524999999999938,0.29999999999999716,0.25,0.0
2018-01-02 16:15:00,2018-01-02 16:15:00,22.0,22.2,22.1,0.0,4.419999999999985,0.1999999999999993,0.0,0.0
2018-01-02 16:20:00,2018-01-02 16:20:00,22.3,22.7,22.475,0.0,8.999999999999968,0.3999999999999986,0.0,0.0
2018-01-02 16:25:00,2018-01-02 16:25:00,22.8,22.9,22.85,0.0,2.2849999999999513,0.09999999999999787,0.0,0.0
