ts,ref_temp,real_temp,balcony,cabine
2017-12-31 16:02:04.240,20.8,23.8,0.0,1.0
2017-12-31 16:04:04.244,20.8,23.7,0.0,1.0
2017-12-31 16:06:34.241,20.8,23.5,0.0,1.0
2017-12-31 16:08:34.243,20.8,23.3,0.0,1.0
2017-12-31 16:09:04.241,20.8,23.3,0.0,0.0
2017-12-31 16:20:34.243,20.8,23.3,0.0,0.0
2017-12-31 16:22:04.241,20.8,23.2,0.0,0.0
2017-12-31 16:22:34.241,20.8,23.2,1.0,0.0
2017-12-31 16:23:04.241,20.8,23.1,1.0,0.0
2017-12-31 16:25:04.241,20.8,23.2,1.0,0.0
2017-12-31 16:27:34.245,20.8,23.2,1.0,1.0
2017-12-31 16:28:34.242,20.8,23.0,1.0,1.0
2017-12-31 16:32:04.241,20.8,22.9,1.0,1.0
2017-12-31 16:35:04.241,20.8,22.8,1.0,1.0
2017-12-31 16:38:04.241,20.8,22.6,1.0,1.0
2017-12-31 16:41:04.244,20.8,22.5,1.0,1.0
2017-12-31 16:45:04.241,20.8,22.4,1.0,1.0
2017-12-31 16:48:04.241,20.8,22.3,1.0,1.0
2017-12-31 16:53:04.241,20.8,22.1,1.0,1.0
2017-12-31 16:57:34.241,20.8,22.0,1.0,1.0
2017-12-31 17:02:34.241,20.8,21.9,1.0,1.0
2017-12-31 17:08:04.245,20.8,21.8,1.0,1.0
2017-12-31 17:13:04.241,20.8,21.6,1.0,1.0
2017-12-31 17:20:34.241,20.8,21.6,1.0,0.0
2017-12-31 17:23:04.247,20.8,21.5,1.0,0.0
2017-12-31 17:24:04.241,20.8,21.6,1.0,0.0
2017-12-31 17:26:04.243,20.8,21.7,1.0,0.0
2017-12-31 17:32:04.246,20.8,21.8,1.0,0.0
2017-12-31 17:41:04.241,20.8,21.7,1.0,0.0
2017-12-31 17:48:04.245,20.8,21.6,1.0,0.0
2017-12-31 17:56:04.245,20.8,21.5,1.0,0.0
2017-12-31 18:01:04.245,20.8,21.5,1.0,1.0
2017-12-31 18:31:34.241,20.8,21.3,1.0,1.0
2017-12-31 18:39:04.246,20.8,21.4,1.0,1.0
2017-12-31 18:46:04.246,20.8,21.4,1.0,0.0
2017-12-31 18:48:04.246,20.8,21.3,1.0,0.0
2017-12-31 18:53:34.241,20.8,21.4,1.0,0.0
2017-12-31 18:55:34.242,20.8,21.6,1.0,0.0
2017-12-31 18:57:34.246,20.8,21.7,1.0,0.0
2017-12-31 19:00:04.241,20.8,21.8,1.0,0.0
2017-12-31 19:00:34.245,20.8,22.0,1.0,0.0
2017-12-31 19:01:34.244,20.8,22.1,1.0,0.0
2017-12-31 19:07:04.241,20.8,22.3,1.0,0.0
2017-12-31 19:09:04.246,20.8,22.4,1.0,0.0
2017-12-31 19:12:04.241,20.8,22.5,1.0,0.0
2017-12-31 19:18:04.241,20.8,22.6,1.0,0.0
2017-12-31 19:30:34.241,20.8,22.8,1.0,0.0
2017-12-31 19:53:34.244,20.8,22.9,1.0,0.0
2017-12-31 20:04:04.246,20.8,23.0,1.0,0.0
2017-12-31 20:10:04.246,20.8,23.0,1.0,1.0
2017-12-31 20:12:34.250,20.8,23.1,1.0,1.0
2017-12-31 20:17:04.241,20.8,23.0,1.0,1.0
2017-12-31 20:20:34.246,20.8,22.9,1.0,1.0
2017-12-31 20:28:34.244,20.8,22.8,1.0,1.0
2017-12-31 21:44:04.241,20.8,22.6,1.0,1.0
2017-12-31 23:07:34.243,20.8,22.6,1.0,0.0
2017-12-31 23:12:34.241,20.8,22.5,1.0,0.0
2017-12-31 23:15:04.241,20.8,22.6,1.0,0.0
2017-12-31 23:24:34.246,20.8,22.7,1.0,0.0
2017-12-31 23:38:34.244,20.8,22.8,1.0,0.0
2017-12-31 23:52:34.246,20.8,23.0,1.0,0.0
2018-01-01 00:04:34.244,20.8,23.1,1.0,0.0
2018-01-01 00:57:34.245,20.8,23.0,1.0,0.0
2018-01-01 01:05:04.245,20.8,23.1,1.0,0.0
2018-01-01 01:42:34.245,20.8,23.0,1.0,0.0
2018-01-01 01:47:34.248,20.8,23.1,1.0,0.0
2018-01-01 01:51:04.246,20.8,23.1,1.0,1.0
2018-01-01 01:52:04.245,20.8,23.2,1.0,1.0
2018-01-01 01:54:34.245,20.8,23.1,1.0,1.0
2018-01-01 02:05:34.241,20.8,23.0,1.0,1.0
2018-01-01 02:10:04.241,20.8,22.8,1.0,1.0
2018-01-01 02:36:04.246,20.8,22.7,1.0,1.0
2018-01-01 03:02:04.243,20.8,22.7,1.0,0.0
2018-01-01 03:05:34.243,20.8,22.6,1.0,0.0
2018-01-01 03:07:34.241,20.8,22.7,1.0,0.0
2018-01-01 03:10:34.241,20.8,22.8,1.0,0.0
2018-01-01 03:14:34.245,20.8,23.0,1.0,0.0
2018-01-01 03:22:34.246,20.8,23.1,1.0,0.0
2018-01-01 03:23:34.241,20.8,23.3,1.0,0.0
2018-01-01 03:28:34.250,20.8,23.1,1.0,0.0
2018-01-01 03:33:04.241,20.8,23.0,1.0,0.0
2018-01-01 03:40:04.241,20.8,22.9,1.0,0.0
2018-01-01 03:46:04.242,20.8,22.8,1.0,0.0
2018-01-01 04:02:04.246,20.8,22.6,1.0,0.0
2018-01-01 04:03:34.243,20.8,22.8,1.0,0.0
2018-01-01 04:07:34.245,20.8,22.8,1.0,1.0
2018-01-01 04:16:34.245,20.8,22.9,1.0,1.0
2018-01-01 04:30:04.241,20.8,22.8,1.0,1.0
2018-01-01 05:14:04.241,20.8,22.6,1.0,1.0
2018-01-01 05:23:34.241,22.5,22.6,1.0,0.0
2018-01-01 05:30:04.244,22.5,22.5,1.0,0.0
2018-01-01 05:34:34.242,22.5,22.7,1.0,0.0
2018-01-01 05:37:04.241,22.5,22.8,1.0,0.0
2018-01-01 05:48:04.246,22.5,22.9,1.0,0.0
2018-01-01 16:14:34.241,22.5,22.9,1.0,1.0
2018-01-01 16:20:04.241,22.5,22.9,1.0,0.0
2018-01-01 16:27:04.246,22.5,22.9,0.0,0.0
2018-01-01 16:29:34.241,22.5,22.9,1.0,0.0
2018-01-01 17:17:04.241,23.1,23.0,0.0,1.0
2018-01-01 17:18:21.316,23.1,23.0,0.0,0.0
2018-01-01 17:18:34.268,23.1,23.9,0.0,0.0
2018-01-01 17:21:04.246,23.1,23.9,0.0,0.0
2018-01-01 17:24:04.246,23.1,23.9,0.0,1.0
2018-01-01 17:24:34.246,23.1,23.9,0.0,0.0
2018-01-01 17:32:04.246,23.1,24.1,0.0,0.0
2018-01-01 17:34:34.245,23.1,24.0,0.0,0.0
2018-01-01 17:42:34.241,23.1,23.9,0.0,0.0
2018-01-01 17:49:34.241,23.1,23.8,0.0,0.0
2018-01-01 17:57:04.243,23.1,23.8,0.0,0.0
2018-01-01 17:59:04.243,23.1,23.8,1.0,0.0
2018-01-01 18:05:04.245,23.1,23.6,1.0,0.0
2018-01-01 18:09:04.245,23.1,23.5,1.0,0.0
2018-01-01 18:10:04.240,23.1,23.5,1.0,1.0
2018-01-01 18:11:04.245,23.1,23.4,1.0,1.0
2018-01-01 18:14:04.245,23.1,23.3,1.0,1.0
2018-01-01 18:16:04.246,23.1,23.1,1.0,1.0
2018-01-01 18:24:34.245,23.1,23.0,1.0,1.0
2018-01-01 18:31:34.241,23.1,22.9,1.0,1.0
2018-01-01 18:47:34.241,23.1,22.8,1.0,1.0
2018-01-01 19:00:34.245,23.1,22.8,1.0,0.0
2018-01-01 19:04:04.241,23.1,22.8,1.0,1.0
2018-01-01 20:26:04.246,23.1,22.6,1.0,1.0
2018-01-01 20:26:34.245,23.1,22.6,1.0,0.0
2018-01-01 20:30:04.241,23.1,22.6,1.0,1.0
2018-01-01 22:21:34.246,23.1,22.5,1.0,1.0
2018-01-01 23:59:34.241,23.1,22.4,1.0,1.0
2018-01-02 00:06:34.242,23.1,22.4,1.0,0.0
2018-01-02 00:08:34.243,23.1,22.5,1.0,0.0
2018-01-02 00:09:04.241,23.1,22.7,1.0,0.0
2018-01-02 00:11:34.244,23.1,22.8,1.0,0.0
2018-01-02 00:18:34.246,23.1,22.9,1.0,0.0
2018-01-02 00:27:04.241,23.1,23.1,0.0,0.0
2018-01-02 00:27:34.245,23.1,23.2,0.0,0.0
2018-01-02 00:28:34.245,23.1,23.2,1.0,0.0
2018-01-02 00:29:34.244,23.1,23.3,1.0,0.0
2018-01-02 00:30:34.245,23.1,23.3,0.0,0.0
2018-01-02 00:31:04.249,23.1,23.2,0.0,0.0
2018-01-02 00:54:34.241,23.1,23.2,0.0,1.0
2018-01-02 00:57:04.246,23.1,23.2,0.0,0.0
2018-01-02 00:57:34.245,23.1,23.1,0.0,0.0
2018-01-02 00:59:34.244,23.1,22.9,0.0,0.0
2018-01-02 01:05:34.245,23.1,23.1,0.0,0.0
2018-01-02 01:16:34.250,23.1,23.2,0.0,0.0
2018-01-02 02:01:34.241,23.1,23.1,0.0,0.0
2018-01-02 02:04:04.241,23.1,23.2,0.0,0.0
2018-01-02 02:15:34.243,23.1,23.2,0.0,1.0
2018-01-02 02:21:04.246,23.1,23.1,0.0,1.0
2018-01-02 02:24:34.241,23.1,22.9,0.0,1.0
2018-01-02 02:30:34.241,23.1,22.8,0.0,1.0
2018-01-02 02:38:04.246,23.1,22.7,0.0,1.0
2018-01-02 02:52:04.241,23.1,22.5,0.0,1.0
2018-01-02 03:07:34.243,23.1,22.5,0.0,0.0
2018-01-02 03:08:04.246,23.1,22.4,0.0,0.0
2018-01-02 03:14:04.244,23.1,22.5,0.0,0.0
2018-01-02 03:18:34.241,23.1,22.7,0.0,1.0
2018-01-02 03:26:34.245,23.1,22.8,0.0,1.0
2018-01-02 03:32:04.241,23.1,22.8,0.0,0.0
2018-01-02 03:33:04.243,23.1,22.7,0.0,0.0
2018-01-02 03:35:34.241,23.1,22.7,0.0,1.0
2018-01-02 03:38:34.245,23.1,22.7,0.0,0.0
2018-01-02 03:39:34.245,22.5,22.6,1.0,1.0
2018-01-02 03:40:53.324,22.5,22.6,0.0,0.0
2018-01-02 03:41:04.241,22.5,22.1,0.0,0.0
2018-01-02 03:41:34.241,22.5,22.1,0.0,0.0
2018-01-02 03:43:04.241,22.5,22.3,0.0,0.0
2018-01-02 03:45:34.243,22.5,22.4,0.0,0.0
2018-01-02 05:04:04.246,22.5,22.4,0.0,0.0
2018-01-02 05:04:34.244,22.5,22.4,0.0,0.0
2018-01-02 05:10:04.241,22.5,22.5,0.0,0.0
2018-01-02 05:12:34.241,22.5,22.6,0.0,0.0
2018-01-02 05:14:34.243,22.5,22.8,0.0,0.0
2018-01-02 05:17:34.244,22.5,22.9,0.0,0.0
2018-01-02 05:32:34.241,22.5,23.0,0.0,0.0
2018-01-02 06:13:04.246,22.5,23.2,0.0,0.0
2018-01-02 06:15:04.246,22.5,23.3,0.0,0.0
2018-01-02 06:17:04.241,22.5,23.4,0.0,0.0
2018-01-02 06:24:34.245,22.5,23.5,0.0,0.0
2018-01-02 06:33:04.242,22.5,23.4,0.0,0.0
2018-01-02 06:40:04.241,23.1,23.4,0.0,0.0
2018-01-02 06:46:04.245,23.1,23.3,0.0,0.0
2018-01-02 06:49:04.246,23.1,23.2,0.0,0.0
2018-01-02 06:52:04.241,23.1,23.0,0.0,0.0
2018-01-02 06:53:04.246,23.1,22.9,0.0,0.0
2018-01-02 06:57:04.241,23.1,22.8,0.0,0.0
2018-01-02 07:00:34.245,23.1,22.7,0.0,0.0
2018-01-02 07:03:04.241,23.1,22.5,0.0,0.0
2018-01-02 07:06:04.246,23.1,22.4,0.0,0.0
2018-01-02 07:09:04.246,23.1,22.3,0.0,0.0
2018-01-02 07:13:04.241,23.1,22.2,0.0,0.0
2018-01-02 07:17:34.246,23.1,22.0,0.0,0.0
2018-01-02 07:21:34.245,23.1,21.9,0.0,0.0
2018-01-02 07:26:34.249,23.1,21.8,0.0,0.0
2018-01-02 07:31:34.250,23.1,21.7,0.0,0.0
2018-01-02 07:39:34.241,23.1,21.5,0.0,0.0
2018-01-02 07:57:04.241,23.1,21.4,0.0,0.0
2018-01-02 08:04:04.250,23.1,21.5,0.0,0.0
2018-01-02 08:38:04.241,23.1,21.4,0.0,0.0
2018-01-02 08:54:34.245,23.1,21.3,0.0,0.0
2018-01-02 09:00:04.245,23.1,21.4,0.0,0.0
2018-01-02 09:02:34.250,23.1,21.4,1.0,0.0
2018-01-02 09:06:04.241,23.1,21.5,1.0,0.0
2018-01-02 09:42:34.245,23.1,21.4,1.0,0.0
2018-01-02 09:53:34.245,23.1,21.3,1.0,0.0
2018-01-02 10:15:34.241,23.1,21.4,1.0,0.0
2018-01-02 10:24:04.242,23.1,21.3,1.0,0.0
2018-01-02 10:38:34.241,23.1,21.4,1.0,0.0
2018-01-02 10:47:04.244,23.1,21.3,1.0,0.0
2018-01-02 10:59:04.241,23.1,21.4,1.0,0.0
2018-01-02 11:15:34.246,23.1,21.3,1.0,0.0
2018-01-02 11:28:34.245,23.1,21.4,1.0,0.0
2018-01-02 11:38:34.245,23.1,21.3,1.0,0.0
2018-01-02 11:53:34.241,23.1,21.4,1.0,0.0
2018-01-02 12:13:34.241,23.1,21.3,1.0,0.0
2018-01-02 12:24:34.245,23.1,21.4,1.0,0.0
2018-01-02 12:39:34.241,23.1,21.3,1.0,0.0
2018-01-02 12:53:34.246,23.1,21.4,1.0,0.0
2018-01-02 13:05:34.240,23.1,21.3,1.0,0.0
2018-01-02 13:49:34.243,23.1,21.4,1.0,0.0
2018-01-02 14:02:34.245,23.1,21.3,1.0,0.0
2018-01-02 14:15:34.241,23.1,21.4,1.0,0.0
2018-01-02 14:35:04.246,23.1,21.3,1.0,0.0
2018-01-02 14:53:04.241,23.1,21.4,1.0,0.0
2018-01-02 15:01:04.241,23.1,21.3,1.0,0.0
2018-01-02 15:11:04.246,23.1,21.4,1.0,0.0
2018-01-02 15:22:34.245,23.1,21.3,1.0,0.0
2018-01-02 15:34:34.241,23.1,21.4,1.0,0.0
2018-01-02 15:49:34.246,23.1,21.3,1.0,0.0
2018-01-02 15:56:04.246,23.1,21.4,1.0,0.0
2018-01-02 16:02:04.241,23.1,21.5,1.0,0.0
2018-01-02 16:04:04.246,23.1,21.4,1.0,0.0
2018-01-02 16:04:34.245,20.8,21.5,1.0,0.0
2018-01-02 16:05:04.254,22.5,21.6,1.0,0.0
2018-01-02 16:08:04.246,22.5,21.8,1.0,0.0
2018-01-02 16:10:34.241,22.5,21.6,1.0,0.0
2018-01-02 16:11:34.245,22.5,21.6,0.0,0.0
2018-01-02 16:13:04.245,22.5,21.8,0.0,0.0
2018-01-02 16:14:04.241,22.5,21.9,0.0,0.0
2018-01-02 16:16:04.241,22.5,22.0,0.0,0.0
2018-01-02 16:18:04.243,22.5,22.2,0.0,0.0
2018-01-02 16:20:04.246,22.5,22.3,0.0,0.0
2018-01-02 16:21:04.246,22.5,22.4,0.0,0.0
2018-01-02 16:23:04.244,22.5,22.5,0.0,0.0
2018-01-02 16:24:34.245,22.5,22.7,0.0,0.0
2018-01-02 16:26:04.241,22.5,22.8,0.0,0.0
2018-01-02 16:29:04.241,22.5,22.9,0.0,0.0
2018-01-02 16:32:04.241,22.5,23.1,0.0,0.0
2018-01-02 16:34:04.241,22.5,23.1,1.0,0.0
2018-01-02 16:35:34.241,22.5,23.2,1.0,0.0
2018-01-02 16:40:04.241,22.5,23.3,1.0,0.0
2018-01-02 16:47:04.241,22.5,23.5,1.0,0.0
2018-01-02 16:50:34.250,22.5,23.6,1.0,0.0
2018-01-02 16:51:04.245,22.5,23.8,1.0,0.0
2018-01-02 16:52:34.246,22.5,23.9,1.0,0.0
2018-01-02 16:53:34.241,22.5,23.8,1.0,0.0
2018-01-02 16:57:34.243,22.5,23.7,1.0,0.0
2018-01-02 16:59:34.250,22.5,23.8,1.0,0.0
2018-01-02 17:00:04.246,22.5,23.7,1.0,0.0
2018-01-02 17:03:34.245,22.5,23.5,1.0,0.0
2018-01-02 17:07:34.245,22.5,23.7,1.0,0.0
2018-01-02 17:15:04.241,22.5,23.5,1.0,0.0
2018-01-02 17:28:34.240,22.5,23.5,1.0,1.0
2018-01-02 17:29:04.246,22.5,23.4,1.0,1.0
2018-01-02 17:30:34.246,22.5,23.5,1.0,1.0
2018-01-02 17:35:04.246,22.5,23.7,1.0,1.0
2018-01-02 17:38:04.241,22.5,23.5,1.0,1.0
2018-01-02 17:43:34.244,22.5,23.5,1.0,0.0
2018-01-02 17:44:04.253,22.5,23.4,1.0,0.0
2018-01-02 17:51:04.241,22.5,23.3,1.0,0.0
2018-01-02 17:52:04.246,22.5,23.4,1.0,0.0
2018-01-02 17:55:04.241,22.5,23.5,1.0,0.0
2018-01-02 17:57:04.245,22.5,23.7,1.0,0.0
2018-01-02 18:00:04.246,22.5,23.8,1.0,0.0
2018-01-02 18:03:34.247,22.5,23.9,1.0,0.0
2018-01-02 18:26:34.241,23.1,23.9,1.0,0.0
2018-01-02 18:29:04.245,23.1,23.8,1.0,0.0
2018-01-02 18:31:04.241,23.1,24.0,1.0,0.0
2018-01-02 18:42:34.245,23.1,24.1,1.0,0.0
2018-01-02 18:44:04.246,23.1,24.0,1.0,0.0
2018-01-02 18:45:34.246,23.1,23.9,1.0,0.0
2018-01-02 18:47:34.244,23.1,23.7,1.0,0.0
2018-01-02 18:50:34.242,23.1,23.6,1.0,0.0
2018-01-02 18:55:04.241,23.1,23.5,1.0,0.0
2018-01-02 18:56:34.245,23.1,23.3,1.0,0.0
2018-01-02 18:57:34.245,23.1,23.2,1.0,0.0
2018-01-02 18:59:34.246,23.1,23.1,1.0,0.0
2018-01-02 19:01:34.241,23.1,23.0,1.0,0.0
2018-01-02 19:03:04.246,23.1,22.8,1.0,0.0
2018-01-02 19:04:34.241,23.1,22.7,1.0,0.0
2018-01-02 19:07:34.241,23.1,22.6,1.0,0.0
2018-01-02 19:09:04.244,23.1,22.5,1.0,0.0
2018-01-02 19:12:04.241,23.1,22.3,1.0,0.0
2018-01-02 19:15:34.241,23.1,22.2,1.0,0.0
2018-01-02 19:18:34.245,23.1,22.1,1.0,0.0
2018-01-02 19:23:04.246,23.1,21.9,1.0,0.0
2018-01-02 19:28:04.247,23.1,21.8,1.0,0.0
2018-01-02 19:32:34.245,23.1,21.7,1.0,0.0
2018-01-02 19:37:34.243,23.1,21.6,1.0,0.0
2018-01-02 19:51:34.245,23.1,21.4,1.0,0.0
2018-01-02 20:03:04.241,20.8,21.4,1.0,0.0
2018-01-02 20:06:04.241,20.8,21.3,1.0,0.0
2018-01-02 20:08:34.246,20.8,21.4,1.0,0.0
2018-01-02 20:10:34.241,20.8,21.6,1.0,0.0
2018-01-02 20:11:34.245,20.8,21.7,1.0,0.0
2018-01-02 20:13:04.241,20.8,21.8,1.0,0.0
2018-01-02 20:15:04.245,20.8,22.0,1.0,0.0
2018-01-02 20:17:04.240,20.8,22.1,1.0,0.0
2018-01-02 20:18:34.241,20.8,22.2,1.0,0.0
2018-01-02 20:20:04.246,20.8,22.3,1.0,0.0
2018-01-02 20:21:34.245,20.8,22.5,1.0,0.0
2018-01-02 20:23:34.241,20.8,22.6,1.0,0.0
2018-01-02 20:27:04.245,20.8,22.6,1.0,1.0
2018-01-02 20:36:34.241,20.8,22.8,1.0,1.0
2018-01-02 20:47:04.241,20.8,22.6,1.0,1.0
2018-01-02 20:58:34.245,20.8,22.5,1.0,1.0
2018-01-02 21:12:04.241,20.8,22.4,1.0,1.0
2018-01-02 21:17:34.246,20.8,22.4,1.0,0.0
2018-01-02 21:19:34.241,20.8,22.3,1.0,0.0
2018-01-02 21:23:04.245,20.8,22.4,1.0,0.0
2018-01-02 21:24:04.241,20.8,22.5,1.0,0.0
2018-01-02 21:32:04.246,20.8,22.7,1.0,0.0
2018-01-02 21:36:04.246,20.8,22.8,1.0,1.0
2018-01-02 21:45:04.241,20.8,22.7,1.0,1.0
2018-01-02 21:54:34.242,20.8,22.5,1.0,1.0
2018-01-02 22:10:34.241,20.8,22.4,1.0,1.0
2018-01-02 22:39:04.241,20.8,22.3,1.0,1.0
2018-01-02 23:41:34.241,20.8,22.2,1.0,1.0
2018-01-03 00:19:34.246,20.8,22.2,1.0,0.0
2018-01-03 00:22:34.244,20.8,22.0,1.0,0.0
2018-01-03 00:26:34.245,20.8,22.2,1.0,0.0
2018-01-03 00:29:04.241,20.8,22.3,1.0,0.0
2018-01-03 00:37:34.241,20.8,22.4,1.0,0.0
2018-01-03 01:10:34.245,20.8,22.6,1.0,0.0
2018-01-03 01:31:04.241,20.8,22.7,1.0,0.0
2018-01-03 01:42:34.241,20.8,22.8,1.0,0.0
2018-01-03 02:12:34.246,20.8,22.9,1.0,0.0
2018-01-03 02:22:34.245,20.8,23.1,1.0,0.0
2018-01-03 02:27:04.245,20.8,23.2,1.0,0.0
2018-01-03 02:31:34.241,20.8,23.1,1.0,0.0
2018-01-03 02:43:34.246,20.8,22.9,1.0,0.0
2018-01-03 02:45:04.245,20.8,22.9,1.0,1.0
2018-01-03 02:49:34.241,20.8,23.1,1.0,1.0
2018-01-03 02:54:04.246,20.8,22.9,1.0,1.0
2018-01-03 03:01:34.241,20.8,22.8,1.0,1.0
2018-01-03 03:10:34.241,20.8,22.7,1.0,1.0
2018-01-03 03:21:34.245,20.8,22.7,1.0,0.0
2018-01-03 03:25:34.241,20.8,22.5,1.0,0.0
2018-01-03 03:32:34.241,20.8,22.7,1.0,0.0
2018-01-03 03:39:34.241,20.8,22.7,1.0,1.0
2018-01-03 03:43:04.241,20.8,22.9,1.0,1.0
2018-01-03 03:51:34.241,20.8,22.8,1.0,1.0
2018-01-03 04:06:04.241,20.8,22.6,1.0,1.0
2018-01-03 04:22:04.241,20.8,22.5,1.0,1.0
2018-01-03 04:53:34.245,20.8,22.4,1.0,1.0
2018-01-03 05:20:34.241,20.8,22.3,1.0,1.0
2018-01-03 06:04:34.241,20.8,22.3,1.0,0.0
2018-01-03 06:05:04.245,20.8,22.1,1.0,0.0
2018-01-03 06:10:34.243,20.8,22.0,1.0,0.0
2018-01-03 06:25:04.241,20.8,22.2,1.0,0.0
2018-01-03 06:46:04.245,20.8,22.3,1.0,0.0
2018-01-03 07:16:04.241,20.8,22.4,1.0,0.0
2018-01-03 07:35:34.242,20.8,22.5,1.0,0.0
2018-01-03 07:37:34.246,20.8,22.7,1.0,0.0
2018-01-03 07:40:04.243,20.8,22.8,1.0,0.0
2018-01-03 07:44:04.241,20.8,22.9,1.0,0.0
2018-01-03 07:55:04.246,22.5,22.9,1.0,0.0
